日時	EUR/JPY(始値, 買い)	EUR/JPY(高値, 買い)	EUR/JPY(安値, 買い)	EUR/JPY(終値, 買い)	EUR/JPY(始値, 売り)	EUR/JPY(高値, 売り)	
EUR/JPY(安値, 売り)	EUR/JPY(終値, 売り)	AD	2014-02-15T07:00:00	139.425	139.481	139.425	139.481	139.383	
132.338	132.203	132.320	132.240	132.308	132.178	132.296	306539.93	2013-09-17T14:30:00	
132.349	132.354	132.249	132.266	132.323	132.330	132.222	132.240	305221.45	
2013-09-17T14:00:00	132.286	132.384	132.281	132.349	132.266	132.358	132.252	132.323	
306157.45	2013-09-17T13:30:00	132.337	132.344	132.269	132.286	132.307	132.318	132.239	
132.266	305667.71	2013-09-17T13:00:00	132.360	132.417	132.315	132.337	132.328	132.392	
132.285	132.307	305968.35	2013-09-17T12:30:00	132.382	132.412	132.302	132.360	132.355	
132.384	132.276	132.328	306457.04	2013-09-17T12:00:00	132.359	132.437	132.343	132.382	
132.332	132.411	132.318	132.355	306491.63	2013-09-17T11:30:00	132.279	132.373	132.278	
132.359	132.249	132.345	132.247	132.332	306711.05	2013-09-17T11:00:00	132.316	132.353	
132.260	132.279	132.290	132.323	132.228	132.249	305603.13	2013-09-17T10:30:00	132.317	
132.370	132.272	132.316	132.287	132.342	132.242	132.290	306182.78	2013-09-17T10:00:00	
132.138	132.329	132.129	132.317	132.110	132.300	132.098	132.287	306258.98	
2013-09-17T09:30:00	132.163	132.265	132.133	132.138	132.137	132.238	132.102	132.110	
304499.86	2013-09-17T09:00:00	132.167	132.227	132.133	132.163	132.140	132.198	132.101	
132.137	306167.50	2013-09-17T08:30:00	132.203	132.226	132.123	132.167	132.176	132.198	
132.092	132.140	306595.08	2013-09-17T08:00:00	132.147	132.247	132.139	132.203	132.117	
132.217	132.111	132.176	306675.65	2013-09-17T07:30:00	132.126	132.147	132.056	132.147	
132.093	132.117	132.024	132.117	306476.40	2013-09-17T07:00:00	132.157	132.157	132.104	
132.126	132.123	132.125	132.069	132.093	306041.40	2013-09-17T06:30:00	132.130	132.178	
132.115	132.157	132.078	132.137	132.063	132.123	306139.97	2013-09-17T06:00:00	132.125	
132.226	132.108	132.130	132.082	132.142	132.004	132.078	305754.57	2013-09-17T05:30:00	
132.162	132.253	132.123	132.125	132.134	132.216	132.082	132.082	305721.81	
2013-09-17T05:00:00	132.227	132.251	132.146	132.162	132.195	132.225	132.114	132.134	
307072.81	2013-09-17T04:30:00	132.188	132.244	132.135	132.227	132.161	132.218	132.107	
132.195	307548.07	2013-09-17T04:00:00	132.232	132.257	132.184	132.188	132.203	132.229	
132.156	132.161	306892.21	2013-09-17T03:30:00	132.293	132.294	132.183	132.232	132.262	
132.267	132.154	132.203	307727.61	2013-09-17T03:00:00	132.149	132.293	132.146	132.293	
132.119	132.263	132.115	132.262	307967.21	2013-09-17T02:30:00	132.134	132.149	132.051	
132.149	132.105	132.123	132.021	132.119	306354.30	2013-09-17T02:00:00	132.139	132.197	
132.131	132.134	132.112	132.167	132.101	132.105	305062.26	2013-09-17T01:30:00	132.201	
132.222	132.119	132.139	132.169	132.197	132.090	132.112	306258.29	2013-09-17T01:00:00	
132.154	132.266	132.150	132.201	132.124	132.237	132.120	132.169	307314.57	
2013-09-17T00:30:00	132.077	132.160	132.041	132.154	132.048	132.133	132.011	132.124	
307573.92	2013-09-17T00:00:00	131.917	132.097	131.914	132.077	131.890	132.072	131.884	
132.048	305474.31	2013-09-16T23:30:00	132.068	132.079	131.903	131.917	132.039	132.050	
131.877	131.890	304001.33	2013-09-16T23:00:00	132.029	132.081	131.961	132.068	131.998	
132.051	131.934	132.039	306669.42	2013-09-16T22:30:00	132.063	132.095	131.994	132.029	
132.035	132.067	131.964	131.998	304140.14	2013-09-16T22:00:00	132.082	132.111	132.017	
132.063	132.053	132.085	131.990	132.035	305159.56	2013-09-16T21:30:00	132.072	132.105	
131.967	132.082	131.983	132.077	131.937	132.053	305310.35	2013-09-16T21:00:00	132.075	
132.111	132.023	132.072	132.048	132.083	131.983	131.983	302825.03	2013-09-16T20:30:00	
132.093	132.123	132.042	132.075	132.062	132.093	132.013	132.048	305272.03	
2013-09-16T20:00:00	131.964	132.162	131.962	132.093	131.935	132.132	131.932	132.062	
305470.41	2013-09-16T19:30:00	131.950	132.027	131.922	131.964	131.921	131.997	131.891	
131.935	304847.31	2013-09-16T19:00:00	131.949	132.070	131.945	131.950	131.923	132.042	
131.915	131.921	305086.06	2013-09-16T18:30:00	131.957	131.994	131.891	131.949	131.928	
131.968	131.863	131.923	306543.03	2013-09-16T18:00:00	132.008	132.027	131.931	131.957	
131.983	132.000	131.903	131.928	306272.18	2013-09-16T17:30:00	131.976	132.078	131.928	
132.008	131.947	132.048	131.898	131.983	307350.75	2013-09-16T17:00:00	132.011	132.071	
131.954	131.976	131.983	132.043	131.926	131.947	306987.69	2013-09-16T16:30:00	132.022	
132.111	132.002	132.011	131.997	132.081	131.972	131.983	308319.74	2013-09-16T16:00:00	
132.098	132.135	132.001	132.022	132.069	132.106	131.970	131.997	310201.01	
2013-09-16T15:30:00	132.003	132.126	131.967	132.098	131.976	132.098	131.940	132.069	
312123.79	2013-09-16T15:00:00	132.164	132.182	131.977	132.003	132.136	132.152	131.947	
131.976	310647.84	2013-09-16T14:30:00	132.187	132.212	132.116	132.164	132.155	132.187	
132.089	132.136	312574.62	2013-09-16T14:00:00	132.228	132.266	132.167	132.187	132.201	
132.236	132.135	132.155	312616.17	2013-09-16T13:30:00	132.198	132.243	132.170	132.228	
132.168	132.214	132.142	132.201	313072.76	2013-09-16T13:00:00	132.177	132.225	132.159	
132.198	132.147	132.195	132.132	132.168	312645.99	2013-09-16T12:30:00	132.129	132.178	
132.125	132.177	132.099	132.149	132.097	132.147	312583.70	2013-09-16T12:00:00	132.160	
132.172	132.112	132.129	132.131	132.144	132.080	132.099	312147.08	2013-09-16T11:30:00	
132.165	132.175	132.084	132.160	132.139	132.147	132.052	132.131	312356.30	
2013-09-16T11:00:00	132.173	132.198	132.142	132.165	132.142	132.170	132.110	132.139	
311588.37	2013-09-16T10:30:00	132.199	132.200	132.061	132.173	132.169	132.168	132.030	
132.142	311613.40	2013-09-16T10:00:00	132.103	132.226	132.087	132.199	132.073	132.196	
132.055	132.169	310792.04	2013-09-16T09:30:00	132.244	132.263	132.070	132.103	132.214	
132.233	132.040	132.073	310029.40	2013-09-16T09:00:00	132.276	132.387	132.204	132.244	
132.249	132.358	132.173	132.214	311161.87	2013-09-16T08:30:00	132.267	132.391	132.224	
132.276	132.237	132.363	132.192	132.249	312344.42	2013-09-16T08:00:00	132.325	132.337	
132.176	132.267	132.291	132.304	132.144	132.237	313089.42	2013-09-16T07:30:00	132.333	
132.417	132.141	132.325	132.297	132.389	132.102	132.291	312819.67	2013-09-16T07:00:00	
132.174	132.338	132.000	132.333	132.101	132.301	131.952	132.297	311902.06	
2013-09-16T06:30:00	132.180	132.179	131.712	132.174	132.059	132.113	131.628	132.101	
308245.84	2013-09-16T06:00:00	131.849	132.224	131.999	132.180	131.667	132.149	131.849	
132.059	305706.06	2013-09-16T05:30:00	131.894	132.307	131.794	131.849	131.762	132.215	
131.667	131.667	304702.86	2013-09-16T05:00:00	132.105	132.210	131.626	131.894	132.047	
132.128	131.538	131.762	306130.86	2013-09-16T04:30:00	132.164	132.289	131.978	132.105	
132.093	132.157	131.868	132.047	306381.41	2013-09-14T05:30:00	132.052	132.164	132.024	
132.164	132.014	132.134	131.982	132.093	306321.96	2013-09-14T05:00:00	132.036	132.087	
132.005	132.052	132.002	132.050	131.967	132.014	305777.61	2013-09-14T04:30:00	132.102	
132.111	131.990	132.036	132.069	132.083	131.957	132.002	305624.01	2013-09-14T04:00:00	
132.124	132.164	132.095	132.102	132.094	132.134	132.061	132.069	305830.58	
2013-09-14T03:30:00	132.024	132.125	132.024	132.124	131.992	132.098	131.991	132.094	
306466.17	2013-09-14T03:00:00	132.005	132.071	132.006	132.024	131.974	132.039	131.974	
131.992	305732.46	2013-09-14T02:30:00	131.992	132.057	131.965	132.005	131.960	132.027	
131.933	131.974	306373.14	2013-09-14T02:00:00	132.002	132.024	131.943	131.992	131.973	
131.995	131.913	131.960	306526.08	2013-09-14T01:30:00	131.927	132.021	131.904	132.002	
131.895	131.989	131.872	131.973	306357.20	2013-09-14T01:00:00	131.946	131.981	131.916	
131.927	131.915	131.950	131.884	131.895	305747.67	2013-09-14T00:30:00	131.871	132.007	
131.871	131.946	131.841	131.977	131.839	131.915	306627.00	2013-09-14T00:00:00	131.728	
131.947	131.701	131.871	131.696	131.918	131.674	131.841	306455.86	2013-09-13T23:30:00	
131.796	131.868	131.678	131.728	131.767	131.841	131.649	131.696	305073.03	
2013-09-13T23:00:00	132.086	132.102	131.780	131.796	132.056	132.072	131.756	131.767	
307164.72	2013-09-13T22:30:00	132.279	132.326	131.991	132.086	132.251	132.296	131.963	
132.056	314128.61	2013-09-13T22:00:00	132.408	132.408	132.242	132.279	132.392	132.395	
132.212	132.251	317076.55	2013-09-13T21:30:00	132.487	132.490	132.276	132.408	132.334	
132.399	132.243	132.392	319146.14	2013-09-13T21:00:00	132.493	132.500	132.345	132.487	
132.463	132.470	132.314	132.334	313836.62	2013-09-13T20:30:00	132.482	132.546	132.467	
132.493	132.459	132.517	132.435	132.463	316752.23	2013-09-13T20:00:00	132.457	132.497	
132.448	132.482	132.429	132.468	132.418	132.459	317323.92	2013-09-13T19:30:00	132.454	
132.482	132.421	132.457	132.424	132.452	132.389	132.429	316393.36	2013-09-13T19:00:00	
132.457	132.485	132.399	132.454	132.429	132.455	132.367	132.424	316059.29	
2013-09-13T18:30:00	132.483	132.508	132.418	132.457	132.453	132.477	132.389	132.429	
315725.43	2013-09-13T18:00:00	132.457	132.520	132.424	132.483	132.425	132.490	132.392	
132.453	315823.07	2013-09-13T17:30:00	132.430	132.520	132.423	132.457	132.398	132.493	
132.391	132.425	315460.86	2013-09-13T17:00:00	132.518	132.581	132.405	132.430	132.488	
132.551	132.375	132.398	316221.20	2013-09-13T16:30:00	132.470	132.573	132.451	132.518	
132.438	132.543	132.419	132.488	318113.58	2013-09-13T16:00:00	132.446	132.579	132.444	
132.470	132.416	132.549	132.413	132.438	317819.58	2013-09-13T15:30:00	132.528	132.588	
132.429	132.446	132.500	132.558	132.400	132.416	319299.92	2013-09-13T15:00:00	132.610	
132.653	132.471	132.528	132.580	132.625	132.440	132.500	321061.53	2013-09-13T14:30:00	
132.588	132.618	132.477	132.610	132.557	132.590	132.449	132.580	321979.26	
2013-09-13T14:00:00	132.318	132.664	132.310	132.588	132.286	132.631	132.280	132.557	
319665.67	2013-09-13T13:30:00	132.460	132.466	132.298	132.318	132.429	132.438	132.266	
132.286	317516.53	2013-09-13T13:00:00	132.347	132.486	132.349	132.460	132.317	132.456	
132.318	132.429	318647.74	2013-09-13T12:30:00	132.375	132.386	132.302	132.347	132.348	
132.356	132.272	132.317	318064.61	2013-09-13T12:00:00	132.441	132.444	132.355	132.375	
132.410	132.414	132.324	132.348	317971.25	2013-09-13T11:30:00	132.453	132.493	132.370	
132.441	132.421	132.466	132.340	132.410	318522.85	2013-09-13T11:00:00	132.522	132.541	
132.414	132.453	132.492	132.515	132.382	132.421	318369.74	2013-09-13T10:30:00	132.413	
132.559	132.405	132.522	132.383	132.529	132.376	132.492	319254.70	2013-09-13T10:00:00	
132.577	132.579	132.338	132.413	132.546	132.549	132.308	132.383	317483.66	
2013-09-13T09:30:00	132.492	132.577	132.469	132.577	132.463	132.547	132.437	132.546	
318482.01	2013-09-13T09:00:00	132.432	132.593	132.396	132.492	132.403	132.567	132.364	
132.463	316058.89	2013-09-13T08:30:00	132.402	132.452	132.361	132.432	132.371	132.422	
132.331	132.403	316135.56	2013-09-13T08:00:00	132.442	132.461	132.386	132.402	132.408	
132.438	132.360	132.371	315576.44	2013-09-13T07:30:00	132.368	132.442	132.351	132.442	
132.334	132.409	132.318	132.408	316185.26	2013-09-13T07:00:00	132.346	132.397	132.311	
132.368	132.306	132.362	132.275	132.334	314896.23	2013-09-13T06:30:00	132.343	132.379	
132.266	132.346	132.286	132.315	132.209	132.306	314254.49	2013-09-13T06:00:00	132.376	
132.465	132.280	132.343	132.340	132.373	132.225	132.286	313883.40	2013-09-13T05:30:00	
132.258	132.397	132.251	132.376	132.224	132.376	132.214	132.340	313964.91	
2013-09-13T05:00:00	132.253	132.310	132.212	132.258	132.225	132.278	132.180	132.224	
312992.13	2013-09-13T04:30:00	132.267	132.296	132.226	132.253	132.237	132.267	132.196	
132.225	313091.32	2013-09-13T04:00:00	132.298	132.311	132.177	132.267	132.268	132.281	
132.145	132.237	313280.64	2013-09-13T03:30:00	132.109	132.308	132.109	132.298	132.079	
132.277	132.078	132.268	312928.41	2013-09-13T03:00:00	132.210	132.214	132.089	132.109	
132.180	132.184	132.059	132.079	311970.65	2013-09-13T02:30:00	132.186	132.220	132.136	
132.210	132.157	132.191	132.105	132.180	312815.89	2013-09-13T02:00:00	132.012	132.241	
131.982	132.186	131.982	132.208	131.952	132.157	311634.12	2013-09-13T01:30:00	132.005	
132.084	131.990	132.012	131.974	132.054	131.959	131.982	309937.72	2013-09-13T01:00:00	
132.159	132.167	131.913	132.005	132.129	132.137	131.881	131.974	310912.04	
2013-09-13T00:30:00	132.133	132.176	132.012	132.159	132.101	132.146	131.980	132.129	
311573.22	2013-09-13T00:00:00	131.905	132.157	131.903	132.133	131.885	132.127	131.880	
132.101	309959.79	2013-09-12T23:30:00	132.068	132.177	131.864	131.905	132.040	132.149	
131.841	131.885	307250.32	2013-09-12T23:00:00	132.010	132.106	131.746	132.068	131.978	
132.076	131.716	132.040	311034.61	2013-09-12T22:30:00	132.009	132.051	131.889	132.010	
131.977	132.024	131.862	131.978	305438.61	2013-09-12T22:00:00	132.154	132.222	131.984	
132.009	132.122	132.193	131.952	131.977	303344.22	2013-09-12T21:30:00	132.167	132.301	
132.075	132.154	132.111	132.286	132.039	132.122	306049.13	2013-09-12T21:00:00	132.164	
132.200	132.030	132.167	132.132	132.171	131.999	132.111	307870.16	2013-09-12T20:30:00	
132.098	132.233	132.066	132.164	132.066	132.205	132.034	132.132	306979.20	
2013-09-12T20:00:00	132.153	132.230	132.079	132.098	132.123	132.202	132.049	132.066	
306621.89	2013-09-12T19:30:00	132.019	132.163	131.987	132.153	131.988	132.140	131.958	
132.123	308373.45	2013-09-12T19:00:00	132.037	132.083	131.923	132.019	132.008	132.056	
131.893	131.988	307045.51	2013-09-12T18:30:00	132.202	132.222	131.972	132.037	132.170	
132.193	131.944	132.008	306735.93	2013-09-12T18:00:00	132.233	132.307	132.153	132.202	
132.202	132.280	132.123	132.170	308317.67	2013-09-12T17:30:00	132.350	132.386	132.199	
132.233	132.320	132.356	132.169	132.202	309251.04	2013-09-12T17:00:00	132.469	132.549	
132.323	132.350	132.440	132.519	132.292	132.320	310851.21	2013-09-12T16:30:00	132.366	
132.479	132.314	132.469	132.334	132.466	132.283	132.440	313276.85	2013-09-12T16:00:00	
132.242	132.414	132.218	132.366	132.215	132.389	132.188	132.334	311177.99	
2013-09-12T15:30:00	132.186	132.298	132.148	132.242	132.154	132.268	132.119	132.215	
309796.69	2013-09-12T15:00:00	132.373	132.401	132.075	132.186	132.343	132.371	132.047	
132.154	309116.19	2013-09-12T14:30:00	132.450	132.465	132.361	132.373	132.418	132.437	
132.332	132.343	310316.69	2013-09-12T14:00:00	132.494	132.504	132.360	132.450	132.465	
132.472	132.330	132.418	311510.31	2013-09-12T13:30:00	132.538	132.534	132.427	132.494	
132.507	132.509	132.397	132.465	311148.52	2013-09-12T13:00:00	132.698	132.699	132.538	
132.538	132.668	132.669	132.507	132.507	310859.66	2013-09-12T12:30:00	132.535	132.732	
132.533	132.698	132.507	132.705	132.504	132.668	311890.66	2013-09-12T12:00:00	132.575	
132.601	132.521	132.535	132.549	132.573	132.489	132.507	310856.34	2013-09-12T11:30:00	
132.427	132.575	132.381	132.575	132.396	132.549	132.352	132.549	311514.62	
2013-09-12T11:00:00	132.524	132.533	132.358	132.427	132.494	132.502	132.328	132.396	
309591.62	2013-09-12T10:30:00	132.773	132.797	132.383	132.524	132.744	132.766	132.349	
132.494	310166.21	2013-09-12T10:00:00	132.794	132.850	132.700	132.773	132.765	132.821	
132.671	132.744	311645.13	2013-09-12T09:30:00	132.841	132.857	132.731	132.794	132.811	
132.827	132.701	132.765	311690.23	2013-09-12T09:00:00	132.884	133.017	132.787	132.841	
132.851	132.986	132.762	132.811	311652.80	2013-09-12T08:30:00	132.983	132.982	132.801	
132.884	132.951	132.952	132.777	132.851	313078.17	2013-09-12T08:00:00	132.982	133.017	
132.932	132.983	132.947	132.992	132.900	132.951	313464.51	2013-09-12T07:30:00	133.077	
133.079	132.948	132.982	133.049	133.047	132.916	132.947	313350.81	2013-09-12T07:00:00	
133.112	133.118	133.027	133.077	133.054	133.088	132.994	133.049	313795.89	
2013-09-12T06:30:00	132.978	133.121	132.962	133.112	132.917	133.082	132.910	133.054	
313461.25	2013-09-12T06:00:00	133.011	133.043	132.923	132.978	132.937	132.953	132.870	
132.917	312863.71	2013-09-12T05:30:00	132.928	133.027	132.916	133.011	132.892	132.989	
132.874	132.937	312794.40	2013-09-12T05:00:00	132.956	132.994	132.889	132.928	132.927	
132.965	132.859	132.892	312607.21	2013-09-12T04:30:00	132.983	132.997	132.917	132.956	
132.957	132.975	132.890	132.927	312997.40	2013-09-12T04:00:00	133.033	133.063	132.960	
132.983	133.001	133.034	132.932	132.957	313134.06	2013-09-12T03:30:00	133.129	133.154	
133.031	133.033	133.102	133.124	132.999	133.001	313648.96	2013-09-12T03:00:00	133.120	
133.171	133.070	133.129	133.088	133.143	133.038	133.102	314659.55	2013-09-12T02:30:00	
133.135	133.159	133.022	133.120	133.106	133.129	132.990	133.088	314299.65	
2013-09-12T02:00:00	133.102	133.137	132.978	133.135	133.074	133.107	132.947	133.106	
313443.01	2013-09-12T01:30:00	133.137	133.135	133.039	133.102	133.105	133.103	133.008	
133.074	310913.04	2013-09-12T01:00:00	133.127	133.196	133.056	133.137	133.096	133.169	
133.024	133.105	310365.83	2013-09-12T00:30:00	133.150	133.254	133.082	133.127	133.120	
133.228	133.051	133.096	310083.75	2013-09-12T00:00:00	133.006	133.155	132.977	133.150	
132.975	133.127	132.950	133.120	311658.10	2013-09-11T23:30:00	132.942	133.113	132.923	
133.006	132.910	133.087	132.891	132.975	307678.88	2013-09-11T23:00:00	132.914	133.051	
132.786	132.942	132.879	133.024	132.759	132.910	308399.59	2013-09-11T22:30:00	132.970	
133.098	132.883	132.914	132.938	133.068	132.856	132.879	307517.45	2013-09-11T22:00:00	
132.961	133.042	132.921	132.970	132.929	133.014	132.891	132.938	311523.38	
2013-09-11T21:30:00	132.914	133.027	132.887	132.961	132.884	133.002	132.856	132.929	
312056.46	2013-09-11T21:00:00	132.997	133.049	132.896	132.914	132.968	133.019	132.866	
132.884	312056.46	2013-09-11T20:30:00	133.033	133.069	132.921	132.997	133.003	133.039	
132.889	132.968	314111.99	2013-09-11T20:00:00	132.980	133.084	132.942	133.033	132.948	
133.055	132.910	133.003	314005.06	2013-09-11T19:30:00	132.965	132.982	132.911	132.980	
132.933	132.953	132.888	132.948	313252.64	2013-09-11T19:00:00	132.993	133.098	132.948	
132.965	132.965	133.067	132.919	132.933	311475.71	2013-09-11T18:30:00	133.024	133.055	
132.951	132.993	132.993	133.026	132.923	132.965	313152.47	2013-09-11T18:00:00	133.111	
133.134	132.949	133.024	133.087	133.110	132.918	132.993	313495.76	2013-09-11T17:30:00	
132.965	133.129	132.798	133.111	132.939	133.102	132.766	133.087	314071.73	
2013-09-11T17:00:00	132.944	133.027	132.796	132.965	132.912	132.997	132.774	132.939	
310127.43	2013-09-11T16:30:00	133.147	133.177	132.944	132.944	133.115	133.147	132.912	
132.912	308368.88	2013-09-11T16:00:00	132.929	133.168	132.873	133.147	132.899	133.140	
132.853	133.115	311237.88	2013-09-11T15:30:00	133.036	133.036	132.903	132.929	133.008	
133.009	132.877	132.899	309531.81	2013-09-11T15:00:00	133.089	133.099	132.914	133.036	
133.057	133.072	132.887	133.008	310918.48	2013-09-11T14:30:00	133.254	133.255	133.087	
133.089	133.222	133.224	133.055	133.057	310163.92	2013-09-11T14:00:00	133.246	133.308	
133.221	133.254	133.215	133.282	133.189	133.222	311657.71	2013-09-11T13:30:00	133.260	
133.275	133.184	133.246	133.231	133.243	133.156	133.215	312006.39	2013-09-11T13:00:00	
133.327	133.371	133.240	133.260	133.298	133.344	133.211	133.231	311660.76	
2013-09-11T12:30:00	133.270	133.353	133.254	133.327	133.244	133.323	133.222	133.298	
313099.81	2013-09-11T12:00:00	133.272	133.291	133.192	133.270	133.245	133.262	133.160	
133.244	311780.88	2013-09-11T11:30:00	133.239	133.272	133.184	133.272	133.210	133.246	
133.152	133.245	310937.76	2013-09-11T11:00:00	133.120	133.277	133.111	133.239	133.091	
133.248	133.082	133.210	308873.63	2013-09-11T10:30:00	133.211	133.233	133.090	133.120	
133.184	133.203	133.062	133.091	307662.97	2013-09-11T10:00:00	133.043	133.392	132.893	
133.211	133.011	133.362	132.870	133.184	308930.34	2013-09-11T09:30:00	133.125	133.159	
133.037	133.043	133.095	133.132	133.010	133.011	307484.65	2013-09-11T09:00:00	133.092	
133.167	132.990	133.125	133.060	133.136	132.958	133.095	309464.65	2013-09-11T08:30:00	
133.193	133.216	133.064	133.092	133.169	133.185	133.038	133.060	308252.24	
2013-09-11T08:00:00	133.228	133.226	133.150	133.193	133.196	133.199	133.118	133.169	
309049.62	2013-09-11T07:30:00	133.175	133.228	133.153	133.228	133.146	133.201	133.124	
133.196	308730.73	2013-09-11T07:00:00	133.210	133.217	133.147	133.175	133.149	133.177	
133.116	133.146	307889.31	2013-09-11T06:30:00	133.177	133.255	133.170	133.210	133.131	
133.198	133.120	133.149	307912.44	2013-09-11T06:00:00	133.214	133.268	133.159	133.177	
133.172	133.217	133.098	133.131	308057.06	2013-09-11T05:30:00	133.177	133.314	133.182	
133.214	133.145	133.277	133.144	133.172	308240.55	2013-09-11T05:00:00	133.113	133.178	
133.098	133.177	133.081	133.146	133.068	133.145	309630.61	2013-09-11T04:30:00	133.156	
133.171	133.096	133.113	133.124	133.141	133.066	133.081	308699.12	2013-09-11T04:00:00	
133.140	133.162	133.091	133.156	133.113	133.132	133.059	133.124	309162.92	
2013-09-11T03:30:00	133.125	133.154	133.083	133.140	133.093	133.129	133.053	133.113	
308617.13	2013-09-11T03:00:00	133.129	133.164	133.062	133.125	133.100	133.136	133.030	
133.093	308021.97	2013-09-11T02:30:00	133.094	133.132	132.989	133.129	133.065	133.107	
132.958	133.100	307792.34	2013-09-11T02:00:00	133.062	133.111	132.976	133.094	133.034	
133.083	132.947	133.065	306452.31	2013-09-11T01:30:00	132.971	133.086	132.957	133.062	
132.939	133.057	132.925	133.034	305495.69	2013-09-11T01:00:00	132.913	132.971	132.878	
132.971	132.883	132.942	132.850	132.939	304177.68	2013-09-11T00:30:00	133.074	133.081	
132.813	132.913	133.044	133.051	132.783	132.883	302317.46	2013-09-11T00:00:00	133.229	
133.231	132.999	133.074	133.202	133.207	132.968	133.044	303107.83	2013-09-10T23:30:00	
133.290	133.302	133.131	133.229	133.258	133.274	133.099	133.202	304277.06	
2013-09-10T23:00:00	133.088	133.322	133.079	133.290	133.059	133.292	133.048	133.258	
303555.38	2013-09-10T22:30:00	133.044	133.095	132.935	133.088	133.013	133.067	132.903	
133.059	300225.08	2013-09-10T22:00:00	132.813	133.142	132.800	133.044	132.784	133.111	
132.772	133.013	296145.15	2013-09-10T21:30:00	132.780	132.873	132.725	132.813	132.748	
132.843	132.696	132.784	294484.84	2013-09-10T21:00:00	132.822	132.877	132.769	132.780	
132.793	132.847	132.739	132.748	293850.19	2013-09-10T20:30:00	132.888	132.913	132.712	
132.822	132.857	132.881	132.684	132.793	296313.52	2013-09-10T20:00:00	132.685	132.947	
132.668	132.888	132.658	132.922	132.638	132.857	295983.28	2013-09-10T19:30:00	132.590	
132.706	132.574	132.685	132.560	132.681	132.544	132.658	293505.18	2013-09-10T19:00:00	
132.564	132.660	132.549	132.590	132.536	132.635	132.518	132.560	292126.90	
2013-09-10T18:30:00	132.430	132.581	132.383	132.564	132.400	132.551	132.351	132.536	
292788.02	2013-09-10T18:00:00	132.602	132.631	132.403	132.430	132.577	132.604	132.371	
132.400	290776.92	2013-09-10T17:30:00	132.572	132.660	132.527	132.602	132.542	132.633	
132.496	132.577	292818.34	2013-09-10T17:00:00	132.635	132.704	132.528	132.572	132.603	
132.677	132.498	132.542	292238.78	2013-09-10T16:30:00	132.537	132.713	132.448	132.635	
132.511	132.687	132.419	132.603	293747.14	2013-09-10T16:00:00	132.447	132.649	132.443	
132.537	132.417	132.622	132.415	132.511	291894.53	2013-09-10T15:30:00	132.521	132.595	
132.377	132.447	132.493	132.568	132.345	132.417	292289.89	2013-09-10T15:00:00	132.166	
132.550	132.164	132.521	132.135	132.522	132.135	132.493	293681.78	2013-09-10T14:30:00	
132.136	132.265	132.091	132.166	132.099	132.235	132.064	132.135	291443.39	
2013-09-10T14:00:00	132.185	132.211	132.086	132.136	132.154	132.180	132.056	132.099	
291817.68	2013-09-10T13:30:00	132.181	132.203	132.062	132.185	132.154	132.174	132.030	
132.154	292144.35	2013-09-10T13:00:00	132.068	132.234	132.060	132.181	132.040	132.207	
132.030	132.154	291031.41	2013-09-10T12:30:00	131.981	132.103	131.980	132.068	131.951	
132.079	131.948	132.040	290476.25	2013-09-10T12:00:00	132.087	132.091	131.925	131.981	
132.059	132.061	131.898	131.951	289961.62	2013-09-10T11:30:00	132.084	132.162	132.056	
132.087	132.053	132.137	132.025	132.059	290483.36	2013-09-10T11:00:00	132.061	132.098	
131.978	132.084	132.034	132.076	131.946	132.053	291099.36	2013-09-10T10:30:00	132.087	
132.111	131.942	132.061	132.057	132.082	131.920	132.034	290188.28	2013-09-10T10:00:00	
132.091	132.110	132.031	132.087	132.064	132.080	132.001	132.057	289431.32	
2013-09-10T09:30:00	132.204	132.212	132.078	132.091	132.172	132.184	132.049	132.064	
288885.36	2013-09-10T09:00:00	132.204	132.230	132.147	132.204	132.175	132.200	132.116	
132.172	290687.47	2013-09-10T08:30:00	132.169	132.246	132.130	132.204	132.140	132.218	
132.098	132.175	290063.80	2013-09-10T08:00:00	132.108	132.177	132.075	132.169	132.078	
132.150	132.048	132.140	289641.35	2013-09-10T07:30:00	132.028	132.126	132.008	132.108	
131.992	132.097	131.973	132.078	288682.28	2013-09-10T07:00:00	132.051	132.192	132.010	
132.028	131.999	132.158	131.974	131.992	288011.61	2013-09-10T06:30:00	132.030	132.085	
132.029	132.051	131.982	132.034	131.978	131.999	289229.40	2013-09-10T06:00:00	132.002	
132.059	131.999	132.030	131.961	131.986	131.945	131.982	289309.40	2013-09-10T05:30:00	
132.039	132.079	131.960	132.002	132.012	132.049	131.924	131.961	289137.96	
2013-09-10T05:00:00	132.042	132.083	132.020	132.039	132.014	132.052	131.991	132.012	
289816.46	2013-09-10T04:30:00	132.051	132.071	132.031	132.042	132.019	132.046	131.999	
132.014	289988.40	2013-09-10T04:00:00	132.074	132.111	132.032	132.051	132.044	132.081	
132.001	132.019	290278.12	2013-09-10T03:30:00	132.137	132.161	132.051	132.074	132.106	
132.131	132.020	132.044	290836.37	2013-09-10T03:00:00	132.168	132.171	132.098	132.137	
132.138	132.144	132.067	132.106	291378.96	2013-09-10T02:30:00	132.080	132.174	132.063	
132.168	132.052	132.145	132.033	132.138	291368.26	2013-09-10T02:00:00	132.067	132.174	
132.064	132.080	132.038	132.146	132.036	132.052	290688.39	2013-09-10T01:30:00	132.143	
