日時	EUR/JPY(始値, 買い)	
EUR/JPY(高値, 買い)	EUR/JPY(安値, 買い)	EUR/JPY(終値, 買い)	EUR/JPY(始値, 売り)	EUR/JPY(高値, 売り)	EUR/JPY(安値, 売り)	EUR/JPY(終値, 売り)	CHO	2014-02-15T07:00:00	
131.011	131.114	131.281	131.293	130.981	131.085	-849.83	2013-07-26T13:30:00	131.306	
131.366	131.231	131.310	131.275	131.338	131.202	131.281	-1341.30	2013-07-26T13:00:00	
131.276	131.344	131.144	131.306	131.245	131.315	131.113	131.275	-2523.10	
2013-07-26T12:30:00	131.314	131.344	131.096	131.276	131.284	131.316	131.064	131.245	
-3472.88	2013-07-26T12:00:00	131.280	131.369	131.277	131.314	131.258	131.343	131.248	
131.284	-3526.39	2013-07-26T11:30:00	131.507	131.564	131.176	131.280	131.479	131.534	
131.145	131.258	-2207.37	2013-07-26T11:00:00	131.697	131.757	131.499	131.507	131.676	
131.730	131.472	131.479	-663.58	2013-07-26T10:30:00	131.809	131.839	131.683	131.697	
131.779	131.813	131.659	131.676	330.78	2013-07-26T10:00:00	131.803	131.889	131.734	
131.809	131.778	131.862	131.703	131.779	-114.43	2013-07-26T09:30:00	131.656	131.833	
131.608	131.803	131.627	131.808	131.582	131.778	-752.58	2013-07-26T09:00:00	131.769	
131.806	131.551	131.656	131.735	131.772	131.521	131.627	-1075.47	2013-07-26T08:30:00	
131.647	131.934	131.630	131.769	131.602	131.908	131.581	131.735	-926.73	
2013-07-26T08:00:00	131.795	131.837	131.593	131.647	131.763	131.805	131.563	131.602	
-1605.65	2013-07-26T07:30:00	131.800	131.833	131.692	131.795	131.768	131.796	131.657	
131.763	-1934.88	2013-07-26T07:00:00	131.824	131.923	131.799	131.800	131.757	131.889	
131.760	131.768	-2226.59	2013-07-26T06:30:00	131.905	131.997	131.750	131.824	131.858	
131.945	131.697	131.757	-2489.78	2013-07-26T06:00:00	131.893	131.918	131.802	131.905	
131.747	131.871	131.716	131.858	-2720.42	2013-07-26T05:30:00	131.731	131.898	131.724	
131.893	131.699	131.856	131.687	131.747	-4270.41	2013-07-26T05:00:00	131.742	131.807	
131.475	131.731	131.710	131.777	131.454	131.699	-4549.51	2013-07-26T04:30:00	131.795	
131.924	131.698	131.742	131.765	131.894	131.666	131.710	-3319.26	2013-07-26T04:00:00	
131.872	132.053	131.779	131.795	131.841	132.018	131.749	131.765	-1782.92	
2013-07-26T03:30:00	131.849	131.937	131.827	131.872	131.815	131.907	131.797	131.841	
-848.74	2013-07-26T03:00:00	131.831	131.970	131.780	131.849	131.798	131.939	131.752	
131.815	-1017.95	2013-07-26T02:30:00	131.813	131.884	131.776	131.831	131.787	131.852	
131.746	131.798	-1490.16	2013-07-26T02:00:00	131.806	131.848	131.735	131.813	131.774	
131.823	131.706	131.787	-1203.81	2013-07-26T01:30:00	131.841	131.898	131.800	131.806	
131.809	131.872	131.770	131.774	-1508.99	2013-07-26T01:00:00	131.778	131.850	131.769	
131.841	131.747	131.817	131.740	131.809	-1707.47	2013-07-26T00:30:00	131.690	131.849	
131.651	131.778	131.660	131.822	131.626	131.747	-650.20	2013-07-26T00:00:00	131.847	
131.895	131.675	131.690	131.818	131.863	131.643	131.660	1586.79	2013-07-25T23:30:00	
131.944	131.965	131.819	131.847	131.916	131.932	131.787	131.818	3942.24	
2013-07-25T23:00:00	131.950	131.998	131.902	131.944	131.928	131.969	131.869	131.916	
4915.76	2013-07-25T22:30:00	131.893	131.999	131.848	131.950	131.864	131.973	131.821	
131.928	4048.99	2013-07-25T22:00:00	131.846	131.917	131.759	131.893	131.819	131.887	
131.731	131.864	3051.90	2013-07-25T21:30:00	131.899	132.079	131.708	131.846	131.861	
131.977	131.678	131.819	1848.66	2013-07-25T21:00:00	131.805	131.957	131.742	131.899	
131.777	131.926	131.719	131.861	723.88	2013-07-25T20:30:00	131.660	131.864	131.650	
131.805	131.637	131.833	131.619	131.777	-912.50	2013-07-25T20:00:00	131.576	131.684	
131.561	131.660	131.551	131.657	131.532	131.637	-1581.69	2013-07-25T19:30:00	131.819	
131.863	131.473	131.576	131.794	131.833	131.442	131.551	-2412.92	2013-07-25T19:00:00	
131.685	131.857	131.602	131.819	131.654	131.829	131.570	131.794	-2850.35	
2013-07-25T18:30:00	131.730	131.785	131.593	131.685	131.702	131.756	131.570	131.654	
-2917.40	2013-07-25T18:00:00	131.897	131.894	131.699	131.730	131.867	131.866	131.670	
131.702	-2058.27	2013-07-25T17:30:00	131.978	131.979	131.844	131.897	131.952	131.949	
131.819	131.867	8.74	2013-07-25T17:00:00	132.297	132.449	131.947	131.978	132.196	
132.342	131.918	131.952	873.00	2013-07-25T16:30:00	132.028	132.297	132.022	132.297	
132.001	132.266	131.992	132.196	1473.06	2013-07-25T16:00:00	131.971	132.096	131.943	
132.028	131.942	132.070	131.914	132.001	726.43	2013-07-25T15:30:00	132.005	132.012	
131.853	131.971	131.975	131.984	131.822	131.942	886.46	2013-07-25T15:00:00	132.113	
132.115	131.961	132.005	132.083	132.090	131.929	131.975	1284.35	2013-07-25T14:30:00	
132.120	132.158	132.050	132.113	132.095	132.135	132.020	132.083	1593.97	
2013-07-25T14:00:00	132.156	132.193	132.009	132.120	132.127	132.163	131.980	132.095	
1223.53	2013-07-25T13:30:00	132.165	132.196	132.052	132.156	132.138	132.166	132.020	
132.127	1286.70	2013-07-25T13:00:00	132.273	132.284	132.127	132.165	132.244	132.262	
132.099	132.138	996.15	2013-07-25T12:30:00	132.264	132.292	132.192	132.273	132.232	
132.265	132.164	132.244	862.93	2013-07-25T12:00:00	132.186	132.312	132.172	132.264	
132.155	132.288	132.142	132.232	437.69	2013-07-25T11:30:00	132.169	132.216	132.115	
132.186	132.140	132.186	132.085	132.155	-511.93	2013-07-25T11:00:00	132.087	132.178	
132.002	132.169	132.056	132.148	131.975	132.140	-658.42	2013-07-25T10:30:00	132.268	
132.307	132.065	132.087	132.239	132.278	132.039	132.056	-509.49	2013-07-25T10:00:00	
132.392	132.394	132.182	132.268	132.362	132.367	132.152	132.239	-425.93	
2013-07-25T09:30:00	132.326	132.411	132.276	132.392	132.298	132.388	132.244	132.362	
-425.32	2013-07-25T09:00:00	132.448	132.474	132.295	132.326	132.420	132.452	132.262	
132.298	-666.47	2013-07-25T08:30:00	132.401	132.501	132.358	132.448	132.373	132.475	
132.333	132.420	-511.17	2013-07-25T08:00:00	132.374	132.439	132.349	132.401	132.343	
132.411	132.323	132.373	-560.06	2013-07-25T07:30:00	132.403	132.450	132.337	132.374	
132.372	132.417	132.305	132.343	-549.31	2013-07-25T07:00:00	132.357	132.498	132.340	
132.403	132.307	132.464	132.313	132.372	-245.35	2013-07-25T06:30:00	132.331	132.406	
132.308	132.357	132.279	132.356	132.268	132.307	-259.15	2013-07-25T06:00:00	132.435	
132.490	132.268	132.331	132.271	132.359	132.206	132.279	-431.68	2013-07-25T05:30:00	
132.398	132.448	132.336	132.435	132.362	132.421	132.261	132.271	-764.50	
2013-07-25T05:00:00	132.373	132.430	132.333	132.398	132.342	132.398	132.303	132.362	
-1472.01	2013-07-25T04:30:00	132.247	132.441	132.238	132.373	132.216	132.411	132.207	
132.342	-2685.34	2013-07-25T04:00:00	132.185	132.278	132.179	132.247	132.154	132.248	
132.149	132.216	-2984.04	2013-07-25T03:30:00	132.305	132.312	132.171	132.185	132.275	
132.284	132.141	132.154	-3631.86	2013-07-25T03:00:00	132.283	132.311	132.216	132.305	
132.253	132.281	132.187	132.275	-3898.94	2013-07-25T02:30:00	132.366	132.395	132.260	
132.283	132.338	132.364	132.235	132.253	-3106.05	2013-07-25T02:00:00	132.441	132.557	
132.343	132.366	132.414	132.530	132.312	132.338	-1470.77	2013-07-25T01:30:00	132.406	
132.537	132.367	132.441	132.379	132.509	132.337	132.414	-133.61	2013-07-25T01:00:00	
132.581	132.623	132.360	132.406	132.553	132.593	132.332	132.379	1098.40	
2013-07-25T00:30:00	132.677	132.687	132.560	132.581	132.647	132.662	132.533	132.553	
1387.01	2013-07-25T00:00:00	132.577	132.689	132.539	132.677	132.550	132.661	132.510	
132.647	464.04	2013-07-24T23:30:00	132.531	132.612	132.466	132.577	132.502	132.585	
132.438	132.550	1221.23	2013-07-24T23:00:00	132.602	132.718	132.490	132.531	132.570	
132.690	132.459	132.502	2049.48	2013-07-24T22:30:00	132.553	132.641	132.502	132.602	
132.522	132.618	132.471	132.570	2611.46	2013-07-24T22:00:00	132.572	132.602	132.420	
132.553	132.541	132.572	132.392	132.522	3157.04	2013-07-24T21:30:00	132.711	132.730	
132.524	132.572	132.683	132.705	132.496	132.541	3417.06	2013-07-24T21:00:00	132.596	
132.753	132.520	132.711	132.568	132.738	132.491	132.683	3387.74	2013-07-24T20:30:00	
132.477	132.596	132.458	132.596	132.448	132.570	132.431	132.568	2434.10	
2013-07-24T20:00:00	132.438	132.501	132.391	132.477	132.410	132.473	132.364	132.448	
1779.05	2013-07-24T19:30:00	132.331	132.440	132.323	132.438	132.301	132.411	132.294	
132.410	2549.51	2013-07-24T19:00:00	132.487	132.500	132.279	132.331	132.463	132.470	
132.249	132.301	3593.64	2013-07-24T18:30:00	132.489	132.568	132.430	132.487	132.458	
132.542	132.399	132.463	5567.47	2013-07-24T18:00:00	132.562	132.578	132.442	132.489	
132.532	132.549	132.411	132.458	6512.43	2013-07-24T17:30:00	132.419	132.628	132.373	
132.562	132.389	132.600	132.346	132.532	6872.63	2013-07-24T17:00:00	132.368	132.470	
132.288	132.419	132.336	132.448	132.259	132.389	5608.14	2013-07-24T16:30:00	132.205	
132.409	132.197	132.368	132.174	132.378	132.165	132.336	3778.95	2013-07-24T16:00:00	
131.942	132.350	131.859	132.205	131.913	132.220	131.830	132.174	1818.44	
2013-07-24T15:30:00	131.781	131.991	131.769	131.942	131.753	131.956	131.740	131.913	
985.58	2013-07-24T15:00:00	131.834	131.866	131.734	131.781	131.802	131.837	131.703	
131.753	491.80	2013-07-24T14:30:00	131.714	131.875	131.676	131.834	131.682	131.847	
131.649	131.802	870.56	2013-07-24T14:00:00	131.674	131.766	131.654	131.714	131.645	
131.747	131.627	131.682	1046.51	2013-07-24T13:30:00	131.715	131.718	131.629	131.674	
131.685	131.687	131.597	131.645	1536.30	2013-07-24T13:00:00	131.779	131.788	131.671	
131.715	131.750	131.758	131.642	131.685	1928.00	2013-07-24T12:30:00	131.754	131.814	
131.697	131.779	131.722	131.790	131.666	131.750	1970.49	2013-07-24T12:00:00	131.644	
131.767	131.617	131.754	131.612	131.737	131.588	131.722	2196.11	2013-07-24T11:30:00	
131.614	131.739	131.598	131.644	131.588	131.712	131.568	131.612	2560.21	
2013-07-24T11:00:00	131.660	131.701	131.544	131.614	131.632	131.674	131.513	131.588	
1870.51	2013-07-24T10:30:00	131.605	131.685	131.396	131.660	131.581	131.657	131.358	
131.632	939.86	2013-07-24T10:00:00	131.591	131.649	131.557	131.605	131.561	131.619	
131.532	131.581	271.29	2013-07-24T09:30:00	131.588	131.676	131.545	131.591	131.567	
131.649	131.514	131.561	55.53	2013-07-24T09:00:00	131.588	131.613	131.505	131.588	
131.557	131.587	131.475	131.567	-23.21	2013-07-24T08:30:00	131.528	131.673	131.527	
131.588	131.502	131.644	131.499	131.557	-349.29	2013-07-24T08:00:00	131.583	131.630	
131.458	131.528	131.546	131.597	131.428	131.502	-230.64	2013-07-24T07:30:00	131.622	
131.639	131.552	131.583	131.590	131.608	131.519	131.546	-523.60	2013-07-24T07:00:00	
131.567	131.635	131.565	131.622	131.519	131.610	131.522	131.590	-929.34	
2013-07-24T06:30:00	131.529	131.576	131.498	131.567	131.464	131.534	131.446	131.519	
-1584.45	2013-07-24T06:00:00	131.536	131.573	131.488	131.529	131.490	131.515	131.386	
131.464	-1859.86	2013-07-24T05:30:00	131.535	131.570	131.528	131.536	131.501	131.537	
131.484	131.490	-2107.27	2013-07-24T05:00:00	131.529	131.580	131.507	131.535	131.500	
131.546	131.472	131.501	-2022.55	2013-07-24T04:30:00	131.536	131.648	131.492	131.529	
131.503	131.624	131.459	131.500	-2149.26	2013-07-24T04:00:00	131.614	131.620	131.448	
131.536	131.586	131.588	131.416	131.503	-1669.25	2013-07-24T03:30:00	131.591	131.713	
131.588	131.614	131.559	131.684	131.554	131.586	-1393.64	2013-07-24T03:00:00	131.612	
131.636	131.523	131.591	131.585	131.609	131.487	131.559	-368.16	2013-07-24T02:30:00	
131.782	131.799	131.543	131.612	131.748	131.767	131.510	131.585	19.77	
2013-07-24T02:00:00	131.748	131.830	131.737	131.782	131.724	131.799	131.707	131.748	
835.16	2013-07-24T01:30:00	131.794	131.831	131.733	131.748	131.763	131.800	131.707	
131.724	1530.09	2013-07-24T01:00:00	131.837	131.838	131.744	131.794	131.803	131.806	
131.712	131.763	2539.62	2013-07-24T00:30:00	131.870	131.895	131.775	131.837	131.839	
131.867	131.744	131.803	2734.98	2013-07-24T00:00:00	131.870	131.908	131.777	131.870	
131.842	131.881	131.745	131.839	2732.03	2013-07-23T23:30:00	131.903	131.947	131.771	
131.870	131.874	131.914	131.740	131.842	1805.42	2013-07-23T23:00:00	131.755	131.933	
131.744	131.903	131.733	131.903	131.715	131.874	2167.51	2013-07-23T22:30:00	131.847	
132.010	131.747	131.755	131.815	131.987	131.716	131.733	3343.24	2013-07-23T22:00:00	
131.953	131.954	131.790	131.847	131.925	131.926	131.761	131.815	4902.53	
2013-07-23T21:30:00	131.959	131.978	131.846	131.953	131.932	131.954	131.817	131.925	
4356.87	2013-07-23T21:00:00	131.935	131.960	131.882	131.959	131.905	131.933	131.850	
131.932	3676.67	2013-07-23T20:30:00	131.821	132.038	131.811	131.935	131.791	132.008	
131.783	131.905	3002.86	2013-07-23T20:00:00	131.757	131.846	131.685	131.821	131.729	
131.816	131.656	131.791	2758.93	2013-07-23T19:30:00	131.697	131.762	131.647	131.757	
131.667	131.735	131.616	131.729	3256.11	2013-07-23T19:00:00	131.700	131.804	131.674	
131.697	131.675	131.778	131.648	131.667	3441.96	2013-07-23T18:30:00	131.525	131.800	
131.490	131.700	131.498	131.774	131.463	131.675	2612.46	2013-07-23T18:00:00	131.261	
131.583	131.255	131.525	131.229	131.555	131.226	131.498	2072.44	2013-07-23T17:30:00	
131.331	131.333	131.249	131.261	131.303	131.307	131.217	131.229	1354.55	
2013-07-23T17:00:00	131.264	131.353	131.177	131.331	131.235	131.327	131.147	131.303	
1450.78	2013-07-23T16:30:00	131.300	131.361	131.175	131.264	131.269	131.332	131.144	
131.235	-79.25	2013-07-23T16:00:00	131.159	131.301	131.159	131.300	131.132	131.271	
131.134	131.269	-709.15	2013-07-23T15:30:00	131.267	131.321	131.108	131.159	131.239	
131.295	131.081	131.132	-1151.36	2013-07-23T15:00:00	131.239	131.337	131.232	131.267	
131.211	131.308	131.200	131.239	-114.64	2013-07-23T14:30:00	131.340	131.374	131.236	
131.239	131.313	131.344	131.207	131.211	505.69	2013-07-23T14:00:00	131.269	131.366	
131.222	131.340	131.239	131.343	131.193	131.313	424.14	2013-07-23T13:30:00	131.240	
131.297	131.147	131.269	131.210	131.267	131.118	131.239	125.53	2013-07-23T13:00:00	
131.416	131.416	131.198	131.240	131.388	131.391	131.171	131.210	235.93	
2013-07-23T12:30:00	131.429	131.449	131.350	131.416	131.399	131.426	131.322	131.388	
797.28	2013-07-23T12:00:00	131.422	131.498	131.397	131.429	131.397	131.470	131.367	
131.399	1061.25	2013-07-23T11:30:00	131.396	131.500	131.350	131.422	131.369	131.470	
131.320	131.397	1448.48	2013-07-23T11:00:00	131.411	131.453	131.358	131.396	131.382	
131.423	131.326	131.369	824.90	2013-07-23T10:30:00	131.118	131.458	131.118	131.411	
131.089	131.428	131.091	131.382	613.34	2013-07-23T10:00:00	131.195	131.292	131.066	
131.118	131.167	131.262	131.034	131.089	622.53	2013-07-23T09:30:00	131.134	131.310	
131.132	131.195	131.107	131.281	131.102	131.167	266.48	2013-07-23T09:00:00	131.034	
131.205	130.786	131.134	131.011	131.172	130.751	131.107	-169.19	2013-07-23T08:30:00	
131.071	131.108	130.991	131.034	131.041	131.078	130.966	131.011	-828.87	
2013-07-23T08:00:00	131.251	131.313	130.865	131.071	131.223	131.282	130.833	131.041	
-661.75	2013-07-23T07:30:00	131.306	131.350	131.242	131.251	131.273	131.319	131.215	
131.223	-320.83	2013-07-23T07:00:00	131.363	131.412	131.272	131.306	131.305	131.368	
131.240	131.273	-239.29	2013-07-23T06:30:00	131.299	131.398	131.293	131.363	131.249	
131.332	131.235	131.305	-234.23	2013-07-23T06:00:00	131.474	131.513	131.274	131.299	
131.340	131.405	131.157	131.249	-567.71	2013-07-23T05:30:00	131.278	131.504	131.256	
131.474	131.243	131.418	131.223	131.340	-1106.47	2013-07-23T05:00:00	131.245	131.289	
131.209	131.278	131.214	131.260	131.175	131.243	-1482.13	2013-07-23T04:30:00	131.282	
131.332	131.237	131.245	131.251	131.302	131.207	131.214	-1308.23	2013-07-23T04:00:00	
131.362	131.401	131.282	131.282	131.330	131.370	131.248	131.251	-1248.83	
2013-07-23T03:30:00	131.242	131.393	131.190	131.362	131.211	131.362	131.157	131.330	
-1562.33	2013-07-23T03:00:00	131.316	131.362	131.241	131.242	131.287	131.328	131.210	
131.211	-2643.56	2013-07-23T02:30:00	131.211	131.341	131.205	131.316	131.180	131.312	
131.172	131.287	-3464.10	2013-07-23T02:00:00	131.302	131.365	131.207	131.211	131.267	
131.337	131.179	131.180	-4297.36	2013-07-23T01:30:00	131.317	131.401	131.265	131.302	
131.284	131.368	131.235	131.267	-4306.87	2013-07-23T01:00:00	131.417	131.476	131.306	
131.317	131.386	131.445	131.274	131.284	-5275.31	2013-07-23T00:30:00	131.303	131.449	
131.280	131.417	131.270	131.419	131.253	131.386	-6889.38	2013-07-23T00:00:00	131.200	
131.365	131.203	131.303	131.173	131.334	131.172	131.270	-7386.28	2013-07-22T23:30:00	
131.258	131.322	131.198	131.200	131.222	131.290	131.169	131.173	-6756.81	
2013-07-22T23:00:00	131.443	131.422	131.169	131.258	131.336	131.387	131.138	131.222	
-4123.53	2013-07-22T22:30:00	131.591	131.647	131.380	131.443	131.564	131.617	131.312	
131.336	-2307.52	2013-07-22T22:00:00	131.591	131.645	131.546	131.591	131.562	131.617	
131.519	131.564	-1496.83	2013-07-22T21:30:00	131.509	131.621	131.494	131.591	131.478	
131.591	131.462	131.562	-1667.10	2013-07-22T21:00:00	131.628	131.628	131.440	131.509	
131.597	131.596	131.412	131.478	-1538.64	2013-07-22T20:30:00	131.709	131.756	131.588	
131.628	131.684	131.730	131.562	131.597	-112.30	2013-07-22T20:00:00	131.739	131.796	
131.697	131.709	131.713	131.767	131.668	131.684	1556.98	2013-07-22T19:30:00	131.836	
131.855	131.729	131.739	131.808	131.828	131.697	131.713	2418.31	2013-07-22T19:00:00	
131.769	131.870	131.742	131.836	131.742	131.840	131.712	131.808	2108.87	
2013-07-22T18:30:00	131.683	131.813	131.588	131.769	131.652	131.787	131.561	131.742	
835.21	2013-07-22T18:00:00	131.635	131.697	131.551	131.683	131.608	131.673	131.520	
131.652	279.94	2013-07-22T17:30:00	131.594	131.787	131.591	131.635	131.565	131.758	
131.562	131.608	936.68	2013-07-22T17:00:00	131.596	131.680	131.572	131.594	131.564	
131.651	131.545	131.565	902.57	2013-07-22T16:30:00	131.543	131.603	131.479	131.596	
131.512	131.576	131.451	131.564	1080.17	2013-07-22T16:00:00	131.627	131.697	131.453	
131.543	131.597	131.668	131.421	131.512	769.40	2013-07-22T15:30:00	131.611	131.684	
131.546	131.627	131.581	131.658	131.515	131.597	562.94	2013-07-22T15:00:00	131.510	
131.659	131.469	131.611	131.481	131.627	131.441	131.581	503.49	2013-07-22T14:30:00	
131.563	131.600	131.481	131.510	131.536	131.574	131.451	131.481	154.60	
2013-07-22T14:00:00	131.556	131.620	131.505	131.563	131.524	131.590	131.475	131.536	
-160.22	2013-07-22T13:30:00	131.453	131.587	131.424	131.556	131.425	131.557	131.397	
131.524	-302.94	2013-07-22T13:00:00	131.548	131.575	131.442	131.453	131.515	131.547	
131.419	131.425	-1043.23	2013-07-22T12:30:00	131.414	131.566	131.383	131.548	131.386	
131.537	131.352	131.515	-1362.22	2013-07-22T12:00:00	131.505	131.522	131.349	131.414	
131.489	131.496	131.316	131.386	-2006.36	2013-07-22T11:30:00	131.557	131.646	131.406	
131.505	131.522	131.614	131.372	131.489	-2563.41	2013-07-22T11:00:00	131.456	131.644	
131.418	131.557	131.422	131.609	131.382	131.522	-2054.09	2013-07-22T10:30:00	131.730	
131.736	131.425	131.456	131.696	131.706	131.392	131.422	-1710.98	2013-07-22T10:00:00	
131.537	131.874	131.537	131.730	131.513	131.839	131.510	131.696	-705.79	
2013-07-22T09:30:00	131.569	131.724	131.474	131.537	131.548	131.687	131.434	131.513	
-158.77	2013-07-22T09:00:00	132.098	132.098	131.163	131.569	132.066	132.067	131.129	
131.548	386.32	2013-07-22T08:30:00	132.093	132.180	131.986	132.098	132.061	132.151	
131.946	132.066	543.05	2013-07-22T08:00:00	132.052	132.175	132.014	132.093	132.007	
132.140	131.968	132.061	505.59	2013-07-22T07:30:00	132.105	132.140	131.957	132.052	
132.062	132.102	131.916	132.007	356.64	2013-07-22T07:00:00	131.919	132.274	131.918	
132.105	131.801	132.216	131.808	132.062	305.61	2013-07-22T06:30:00	131.809	131.996	
131.720	131.919	131.637	131.929	131.623	131.801	477.48	2013-07-22T06:00:00	132.003	
132.042	131.658	131.809	131.955	131.986	131.563	131.637	806.97	2013-07-22T05:30:00	
132.121	132.161	131.986	132.003	131.932	131.977	131.893	131.955	1036.04	
2013-07-22T05:00:00	131.895	132.144	131.911	132.121	131.714	131.989	131.723	131.932	
1176.14	2013-07-22T04:30:00	132.316	132.310	131.868	131.895	132.154	132.170	131.680	
131.714	1384.05	2013-07-22T04:00:00	132.341	132.549	132.118	132.316	132.147	132.377	
131.956	132.154	1335.61	2013-07-20T05:30:00	131.959	132.341	131.937	132.341	131.918	
132.221	131.873	132.147	748.08	2013-07-20T05:00:00	131.916	131.974	131.855	131.959	
131.875	131.941	131.804	131.918	-403.37	2013-07-20T04:30:00	131.733	131.961	131.716	
131.916	131.709	131.926	131.686	131.875	-1506.22	2013-07-20T04:00:00	131.661	131.847	
131.663	131.733	131.632	131.813	131.633	131.709	-1866.68	2013-07-20T03:30:00	131.796	
131.819	131.653	131.661	131.765	131.789	131.622	131.632	-1265.42	2013-07-20T03:00:00	
131.807	131.865	131.770	131.796	131.777	131.840	131.744	131.765	-527.04	
2013-07-20T02:30:00	131.724	131.823	131.723	131.807	131.698	131.793	131.693	131.777	
-141.44	2013-07-20T02:00:00	131.685	131.793	131.686	131.724	131.656	131.765	131.656	
131.698	911.08	2013-07-20T01:30:00	131.812	131.817	131.673	131.685	131.784	131.788	
131.642	131.656	2008.54	2013-07-20T01:00:00	131.823	131.876	131.783	131.812	131.796	
131.848	131.752	131.784	3788.46	2013-07-20T00:30:00	131.914	131.933	131.818	131.823	
131.886	131.905	131.788	131.796	4632.22	2013-07-20T00:00:00	131.905	131.945	131.850	
131.914	131.884	131.919	131.821	131.886	4436.45	2013-07-19T23:30:00	131.594	131.991	
131.550	131.905	131.565	131.969	131.521	131.884	2376.50	2013-07-19T23:00:00	131.477	
131.611	131.437	131.594	131.446	131.583	131.407	131.565	1041.03	2013-07-19T22:30:00	
131.532	131.562	131.438	131.477	131.506	131.537	131.409	131.446	-0.98	
2013-07-19T22:00:00	131.554	131.561	131.405	131.532	131.524	131.533	131.377	131.506	
1096.21	2013-07-19T21:30:00	131.759	131.763	131.525	131.554	131.727	131.736	131.495	
131.524	1136.93	2013-07-19T21:00:00	131.678	131.799	131.665	131.759	131.651	131.771	
131.638	131.727	1969.30	2013-07-19T20:30:00	131.687	131.777	131.643	131.678	131.659	
131.748	131.615	131.651	1132.25	2013-07-19T20:00:00	131.559	131.689	131.534	131.687	
131.528	131.660	131.506	131.659	1171.19	2013-07-19T19:30:00	131.592	131.623	131.532	
131.559	131.570	131.599	131.506	131.528	1344.71	2013-07-19T19:00:00	131.639	131.662	
131.578	131.592	131.611	131.634	131.549	131.570	1604.84	2013-07-19T18:30:00	131.578	
131.669	131.525	131.639	131.549	131.641	131.497	131.611	445.05	2013-07-19T18:00:00	
131.591	131.593	131.355	131.578	131.564	131.568	131.329	131.549	-55.75	
2013-07-19T17:30:00	131.635	131.724	131.581	131.591	131.609	131.695	131.558	131.564	
1110.39	2013-07-19T17:00:00	131.740	131.770	131.627	131.635	131.715	131.743	131.598	
131.609	1812.67	2013-07-19T16:30:00	131.478	131.774	131.472	131.740	131.451	131.747	
131.440	131.715	1404.44	2013-07-19T16:00:00	131.407	131.526	131.315	131.478	131.378	
131.501	131.285	131.451	-383.70	2013-07-19T15:30:00	131.357	131.481	131.283	131.407	
131.333	131.453	131.252	131.378	-384.78	2013-07-19T15:00:00	131.439	131.540	131.337	
131.357	131.413	131.512	131.310	131.333	-209.97	2013-07-19T14:30:00	131.482	131.543	
131.334	131.439	131.450	131.517	131.309	131.413	799.79	2013-07-19T14:00:00	131.510	
131.574	131.451	131.482	131.483	131.546	131.420	131.450	587.87	2013-07-19T13:30:00	
131.551	131.551	131.450	131.510	131.522	131.520	131.418	131.483	-557.39	
2013-07-19T13:00:00	131.418	131.569	131.363	131.551	131.388	131.538	131.337	131.522	
-2667.69	2013-07-19T12:30:00	131.437	131.472	131.238	131.418	131.403	131.443	131.200	
131.388	-3582.79	2013-07-19T12:00:00	131.555	131.622	131.419	131.437	131.530	131.590	
131.391	131.403	-4045.68	2013-07-19T11:30:00	131.597	131.707	131.419	131.555	131.570	
131.678	131.391	131.530	-3054.83	2013-07-19T11:00:00	131.604	131.767	131.578	131.597	
131.578	131.739	131.548	131.570	-3771.49	2013-07-19T10:30:00	131.485	131.676	131.411	
131.604	131.456	131.647	131.382	131.578	-2866.75	2013-07-19T10:00:00	131.970	131.999	
131.423	131.485	131.941	131.971	131.403	131.456	-1581.51	2013-07-19T09:30:00	132.015	
132.078	131.962	131.970	131.988	132.049	131.931	131.941	-239.15	2013-07-19T09:00:00	
131.843	132.115	131.794	132.015	131.814	132.090	131.763	131.988	66.80	
2013-07-19T08:30:00	131.803	131.940	131.775	131.843	131.775	131.916	131.744	131.814	
-26.54	2013-07-19T08:00:00	131.790	131.882	131.771	131.803	131.757	131.852	131.737	
131.775	733.63	2013-07-19T07:30:00	131.810	131.903	131.777	131.790	131.775	131.870	
131.742	131.757	1032.49	2013-07-19T07:00:00	131.839	131.834	131.731	131.810	131.790	
131.794	131.691	131.775	981.62	2013-07-19T06:30:00	131.774	131.896	131.758	131.839	
131.710	131.832	131.681	131.790	956.84	2013-07-19T06:00:00	131.738	131.774	131.684	
131.774	131.598	131.710	131.527	131.710	1375.64	2013-07-19T05:30:00	131.709	131.745	
131.638	131.738	131.682	131.707	131.559	131.598	2136.54	2013-07-19T05:00:00	131.814	
131.823	131.615	131.709	131.788	131.793	131.585	131.682	2574.76	2013-07-19T04:30:00	
131.710	131.819	131.675	131.814	131.679	131.789	131.645	131.788	2271.37	
2013-07-19T04:00:00	131.686	131.712	131.617	131.710	131.659	131.682	131.589	131.679	
2085.51	2013-07-19T03:30:00	131.832	131.844	131.638	131.686	131.800	131.818	131.607	
131.659	2931.19	2013-07-19T03:00:00	131.816	131.905	131.782	131.832	131.785	131.881	
131.751	131.800	3589.07	2013-07-19T02:30:00	131.623	131.839	131.608	131.816	131.593	
131.814	131.579	131.785	4070.66	2013-07-19T02:00:00	131.566	131.671	131.539	131.623	
131.537	131.643	131.510	131.593	3716.36	2013-07-19T01:30:00	131.578	131.588	131.453	
131.566	131.548	131.561	131.424	131.537	3553.19	2013-07-19T01:00:00	131.575	131.602	
