日時	EUR/JPY(始値, 買い)	EUR/JPY(高値, 買い)	EUR/JPY(安値, 買い)	
EUR/JPY(終値, 買い)	EUR/JPY(始値, 売り)	EUR/JPY(高値, 売り)	EUR/JPY(安値, 売り)	EUR/JPY(終値, 売り)	CMO	2014-02-15T07:00:00	139.425	139.481	
2013-08-26T08:30:00	132.186	132.209	132.087	132.167	132.154	132.181	132.060	132.141	
83.00	2013-08-26T08:00:00	132.192	132.218	132.121	132.186	132.153	132.193	132.093	
132.154	17.25	2013-08-26T07:30:00	132.115	132.231	132.067	132.192	132.070	132.198	
132.037	132.153	12.33	2013-08-26T07:00:00	132.057	132.125	132.003	132.115	131.975	
132.084	131.932	132.070	3.03	2013-08-26T06:30:00	132.044	132.100	132.009	132.057	
131.992	132.031	131.957	131.975	-1.15	2013-08-26T06:00:00	132.031	132.057	131.938	
132.044	131.861	132.007	131.878	131.992	-5.23	2013-08-26T05:30:00	131.997	132.036	
131.990	132.031	131.804	131.887	131.804	131.861	-22.44	2013-08-26T05:00:00	131.895	
131.997	131.888	131.997	131.719	131.873	131.709	131.804	-47.81	2013-08-26T04:30:00	
131.889	131.952	131.888	131.895	131.731	131.801	131.704	131.719	-67.15	
2013-08-26T04:00:00	132.172	131.934	131.435	131.889	132.021	131.778	131.316	131.731	
-67.41	2013-08-24T05:30:00	132.099	132.179	132.062	132.172	132.054	132.096	131.979	
132.021	-32.41	2013-08-24T05:00:00	132.082	132.129	132.027	132.099	132.048	132.084	
131.986	132.054	15.23	2013-08-24T04:30:00	132.012	132.103	131.973	132.082	131.983	
132.071	131.946	132.048	4.58	2013-08-24T04:00:00	132.062	132.076	131.990	132.012	
132.030	132.041	131.953	131.983	1.96	2013-08-24T03:30:00	132.033	132.066	131.980	
132.062	132.001	132.034	131.947	132.030	11.35	2013-08-24T03:00:00	132.173	132.173	
132.012	132.033	132.143	132.142	131.978	132.001	-25.72	2013-08-24T02:30:00	132.169	
132.195	132.114	132.173	132.140	132.166	132.081	132.143	1.19	2013-08-24T02:00:00	
132.182	132.242	132.158	132.169	132.157	132.213	132.127	132.140	-6.49	
2013-08-24T01:30:00	132.168	132.219	132.134	132.182	132.138	132.194	132.105	132.157	
-21.00	2013-08-24T01:00:00	132.007	132.183	132.007	132.168	131.980	132.154	131.977	
132.138	-23.52	2013-08-24T00:30:00	132.052	132.118	132.007	132.007	132.024	132.091	
131.980	131.980	-28.24	2013-08-24T00:00:00	132.001	132.088	131.891	132.052	131.973	
132.058	131.866	132.024	-23.27	2013-08-23T23:30:00	132.007	132.111	131.924	132.001	
131.977	132.081	131.903	131.973	-40.97	2013-08-23T23:00:00	132.199	132.237	131.900	
132.007	132.161	132.209	131.872	131.977	-34.25	2013-08-23T22:30:00	132.168	132.270	
132.130	132.199	132.137	132.244	132.100	132.161	-4.98	2013-08-23T22:00:00	132.202	
132.246	132.045	132.168	132.175	132.218	132.015	132.137	15.09	2013-08-23T21:30:00	
132.319	132.318	132.112	132.202	132.291	132.291	132.081	132.175	25.27	
2013-08-23T21:00:00	132.315	132.440	132.285	132.319	132.285	132.416	132.257	132.291	
56.76	2013-08-23T20:30:00	132.181	132.386	132.162	132.315	132.150	132.359	132.133	
132.285	65.67	2013-08-23T20:00:00	132.183	132.233	132.144	132.181	132.155	132.202	
132.115	132.150	52.94	2013-08-23T19:30:00	132.229	132.265	132.171	132.183	132.202	
132.240	132.145	132.155	2.97	2013-08-23T19:00:00	132.203	132.230	132.122	132.229	
132.176	132.202	132.091	132.202	35.29	2013-08-23T18:30:00	132.207	132.325	132.196	
132.203	132.181	132.297	132.168	132.176	35.19	2013-08-23T18:00:00	132.093	132.217	
132.033	132.207	132.062	132.191	132.005	132.181	2.35	2013-08-23T17:30:00	132.085	
132.159	131.953	132.093	132.058	132.131	131.923	132.062	-20.97	2013-08-23T17:00:00	
132.107	132.154	131.989	132.085	132.081	132.128	131.959	132.058	-5.39	
2013-08-23T16:30:00	132.007	132.148	131.929	132.107	131.979	132.124	131.901	132.081	
-6.26	2013-08-23T16:00:00	131.997	132.127	131.914	132.007	131.970	132.097	131.882	
131.979	-10.76	2013-08-23T15:30:00	132.169	132.169	131.988	131.997	132.140	132.138	
131.959	131.970	-16.47	2013-08-23T15:00:00	132.013	132.241	131.964	132.169	131.986	
132.214	131.932	132.140	-3.36	2013-08-23T14:30:00	131.993	132.040	131.905	132.013	
131.961	132.011	131.878	131.986	-9.84	2013-08-23T14:00:00	132.194	132.201	131.975	
131.993	132.162	132.174	131.951	131.961	0.77	2013-08-23T13:30:00	132.250	132.284	
132.170	132.194	132.218	132.254	132.138	132.162	24.13	2013-08-23T13:00:00	132.134	
132.271	132.115	132.250	132.104	132.242	132.083	132.218	29.04	2013-08-23T12:30:00	
132.160	132.174	132.114	132.134	132.135	132.149	132.086	132.104	26.12	
2013-08-23T12:00:00	132.096	132.175	132.082	132.160	132.068	132.147	132.052	132.135	
37.94	2013-08-23T11:30:00	132.141	132.160	132.045	132.096	132.112	132.132	132.014	
132.068	33.09	2013-08-23T11:00:00	132.191	132.210	132.062	132.141	132.165	132.184	
132.034	132.112	42.14	2013-08-23T10:30:00	132.085	132.361	132.083	132.191	132.055	
132.331	132.054	132.165	62.57	2013-08-23T10:00:00	131.986	132.107	131.952	132.085	
131.955	132.083	131.924	132.055	58.26	2013-08-23T09:30:00	132.039	132.114	131.963	
131.986	132.010	132.086	131.936	131.955	12.34	2013-08-23T09:00:00	132.070	132.077	
131.983	132.039	132.042	132.049	131.954	132.010	39.24	2013-08-23T08:30:00	131.982	
132.092	131.906	132.070	131.952	132.071	131.874	132.042	54.84	2013-08-23T08:00:00	
131.940	131.984	131.886	131.982	131.910	131.959	131.864	131.952	58.46	
2013-08-23T07:30:00	131.919	131.999	131.906	131.940	131.886	131.972	131.868	131.910	
24.85	2013-08-23T07:00:00	131.941	131.930	131.861	131.919	131.895	131.892	131.815	
131.886	12.14	2013-08-23T06:30:00	131.904	131.968	131.893	131.941	131.844	131.947	
131.834	131.895	24.07	2013-08-23T06:00:00	131.831	131.944	131.831	131.904	131.787	
131.883	131.745	131.844	31.40	2013-08-23T05:30:00	131.933	131.977	131.809	131.831	
131.897	131.947	131.766	131.787	16.25	2013-08-23T05:00:00	131.843	131.933	131.826	
131.933	131.815	131.909	131.794	131.897	33.33	2013-08-23T04:30:00	131.780	131.906	
131.745	131.843	131.753	131.877	131.718	131.815	28.99	2013-08-23T04:00:00	131.648	
131.786	131.570	131.780	131.617	131.755	131.539	131.753	24.48	2013-08-23T03:30:00	
131.772	131.784	131.629	131.648	131.746	131.757	131.597	131.617	17.95	
2013-08-23T03:00:00	131.831	131.831	131.728	131.772	131.802	131.804	131.701	131.746	
53.73	2013-08-23T02:30:00	131.738	131.876	131.723	131.831	131.708	131.855	131.692	
131.802	70.51	2013-08-23T02:00:00	131.604	131.758	131.581	131.738	131.574	131.732	
131.554	131.708	74.11	2013-08-23T01:30:00	131.677	131.700	131.553	131.604	131.645	
131.671	131.521	131.574	36.00	2013-08-23T01:00:00	131.669	131.732	131.645	131.677	
131.641	131.705	131.615	131.645	64.86	2013-08-23T00:30:00	131.635	131.685	131.588	
131.669	131.606	131.656	131.557	131.641	42.05	2013-08-23T00:00:00	131.616	131.706	
131.480	131.635	131.587	131.678	131.451	131.606	40.74	2013-08-22T23:30:00	131.535	
131.730	131.497	131.616	131.505	131.703	131.475	131.587	36.16	2013-08-22T23:00:00	
131.481	131.628	131.462	131.535	131.451	131.601	131.432	131.505	22.40	
2013-08-22T22:30:00	131.478	131.504	131.398	131.481	131.453	131.478	131.371	131.451	
-5.05	2013-08-22T22:00:00	131.319	131.493	131.306	131.478	131.290	131.463	131.274	
131.453	-0.16	2013-08-22T21:30:00	131.454	131.462	131.306	131.319	131.385	131.434	
131.274	131.290	-37.87	2013-08-22T21:00:00	131.314	131.476	131.275	131.454	131.287	
131.447	131.244	131.385	36.03	2013-08-22T20:30:00	131.402	131.461	131.271	131.314	
131.374	131.431	131.242	131.287	30.50	2013-08-22T20:00:00	131.380	131.406	131.271	
131.402	131.353	131.380	131.244	131.374	60.61	2013-08-22T19:30:00	131.394	131.417	
131.336	131.380	131.365	131.390	131.305	131.353	37.27	2013-08-22T19:00:00	131.413	
131.437	131.270	131.394	131.382	131.409	131.239	131.365	40.22	2013-08-22T18:30:00	
131.511	131.649	131.396	131.413	131.481	131.621	131.371	131.382	45.08	
2013-08-22T18:00:00	131.480	131.668	131.471	131.511	131.454	131.641	131.439	131.481	
48.69	2013-08-22T17:30:00	131.493	131.525	131.340	131.480	131.468	131.500	131.310	
131.454	56.17	2013-08-22T17:00:00	131.155	131.503	131.150	131.493	131.127	131.476	
131.120	131.468	60.37	2013-08-22T16:30:00	131.113	131.197	131.027	131.155	131.086	
131.171	130.996	131.127	36.68	2013-08-22T16:00:00	130.967	131.198	130.827	131.113	
130.937	131.113	130.799	131.086	30.58	2013-08-22T15:30:00	131.069	131.129	130.886	
130.967	131.050	131.101	130.866	130.937	-1.99	2013-08-22T15:00:00	131.064	131.132	
131.024	131.069	131.038	131.103	130.994	131.050	-2.57	2013-08-22T14:30:00	131.041	
131.101	130.990	131.064	131.011	131.074	130.960	131.038	47.36	2013-08-22T14:00:00	
131.119	131.145	130.992	131.041	131.090	131.116	130.962	131.011	48.35	
2013-08-22T13:30:00	130.955	131.159	130.929	131.119	130.926	131.131	130.901	131.090	
57.29	2013-08-22T13:00:00	130.911	131.003	130.906	130.955	130.883	130.977	130.875	
130.926	53.02	2013-08-22T12:30:00	130.921	130.981	130.857	130.911	130.893	130.954	
130.828	130.883	52.41	2013-08-22T12:00:00	130.928	130.993	130.909	130.921	130.901	
130.970	130.881	130.893	43.62	2013-08-22T11:30:00	130.973	131.031	130.926	130.928	
130.947	131.002	130.896	130.901	40.35	2013-08-22T11:00:00	131.092	131.209	130.941	
130.973	131.063	131.187	130.909	130.947	50.05	2013-08-22T10:30:00	130.599	131.157	
130.583	131.092	130.572	131.130	130.554	131.063	76.11	2013-08-22T10:00:00	130.554	
130.640	130.503	130.599	130.526	130.610	130.473	130.572	44.61	2013-08-22T09:30:00	
130.578	130.648	130.469	130.554	130.548	130.621	130.443	130.526	-6.48	
2013-08-22T09:00:00	130.499	130.610	130.436	130.578	130.470	130.580	130.407	130.548	
-10.30	2013-08-22T08:30:00	130.468	130.543	130.425	130.499	130.438	130.513	130.396	
130.470	-31.87	2013-08-22T08:00:00	130.532	130.560	130.427	130.468	130.500	130.535	
130.401	130.438	-43.38	2013-08-22T07:30:00	130.560	130.622	130.521	130.532	130.529	
130.589	130.483	130.500	-18.72	2013-08-22T07:00:00	130.554	130.596	130.502	130.560	
130.488	130.546	130.458	130.529	6.17	2013-08-22T06:30:00	130.409	130.555	130.369	
130.554	130.343	130.493	130.322	130.488	-0.26	2013-08-22T06:00:00	130.528	130.552	
130.317	130.409	130.361	130.417	130.249	130.343	-27.27	2013-08-22T05:30:00	130.592	
130.661	130.463	130.528	130.567	130.626	130.357	130.361	-28.55	2013-08-22T05:00:00	
130.645	130.680	130.464	130.592	130.616	130.653	130.443	130.567	6.43	
2013-08-22T04:30:00	130.701	130.899	130.612	130.645	130.674	130.875	130.583	130.616	
16.74	2013-08-22T04:00:00	130.755	130.889	130.698	130.701	130.723	130.860	130.666	
130.674	7.51	2013-08-22T03:30:00	130.660	130.941	130.643	130.755	130.629	130.916	
130.614	130.723	20.97	2013-08-22T03:00:00	130.551	130.764	130.413	130.660	130.479	
130.737	130.339	130.629	-5.26	2013-08-22T02:30:00	130.520	130.595	130.485	130.551	
130.490	130.568	130.457	130.479	-31.15	2013-08-22T02:00:00	130.556	130.596	130.504	
130.520	130.526	130.569	130.473	130.490	5.26	2013-08-22T01:30:00	130.583	130.614	
130.541	130.556	130.556	130.589	130.511	130.526	11.70	2013-08-22T01:00:00	130.563	
130.601	130.528	130.583	130.535	130.571	130.496	130.556	6.33	2013-08-22T00:30:00	
130.569	130.609	130.499	130.563	130.540	130.584	130.468	130.535	3.14	
2013-08-22T00:00:00	130.667	130.679	130.524	130.569	130.637	130.651	130.493	130.540	
5.51	2013-08-21T23:30:00	130.657	130.740	130.631	130.667	130.628	130.712	130.605	
130.637	30.10	2013-08-21T23:00:00	130.738	130.838	130.642	130.657	130.649	130.807	
130.612	130.628	30.10	2013-08-21T22:30:00	130.603	130.777	130.533	130.738	130.574	
130.749	130.502	130.649	45.62	2013-08-21T22:00:00	130.496	130.668	130.431	130.603	
130.469	130.638	130.400	130.574	10.10	2013-08-21T21:30:00	130.513	130.567	130.481	
130.496	130.482	130.540	130.451	130.469	-62.81	2013-08-21T21:00:00	130.559	130.575	
130.498	130.513	130.531	130.548	130.468	130.482	-64.55	2013-08-21T20:30:00	130.551	
130.613	130.506	130.559	130.523	130.583	130.476	130.531	0.25	2013-08-21T20:00:00	
130.543	130.601	130.467	130.551	130.519	130.575	130.435	130.523	-34.93	
2013-08-21T19:30:00	130.574	130.594	130.474	130.543	130.544	130.567	130.449	130.519	
-47.90	2013-08-21T19:00:00	130.565	130.680	130.537	130.574	130.535	130.649	130.506	
130.544	-45.38	2013-08-21T18:30:00	130.529	130.718	130.520	130.565	130.503	130.693	
130.491	130.535	-50.95	2013-08-21T18:00:00	130.568	130.591	130.495	130.529	130.545	
130.563	130.470	130.503	-38.50	2013-08-21T17:30:00	130.677	130.690	130.488	130.568	
130.648	130.662	130.461	130.545	0.29	2013-08-21T17:00:00	130.703	130.775	130.349	
130.677	130.675	130.750	130.318	130.648	15.06	2013-08-21T16:30:00	130.560	130.749	
130.509	130.703	130.530	130.721	130.479	130.675	19.92	2013-08-21T16:00:00	130.758	
130.783	130.518	130.560	130.727	130.754	130.494	130.530	11.16	2013-08-21T15:30:00	
130.892	130.929	130.718	130.758	130.861	130.902	130.694	130.727	38.35	
2013-08-21T15:00:00	130.882	130.995	130.884	130.892	130.858	130.973	130.854	130.861	
63.42	2013-08-21T14:30:00	130.936	130.983	130.792	130.882	130.909	130.954	130.763	
130.858	1.17	2013-08-21T14:00:00	130.838	131.032	130.755	130.936	130.811	131.000	
130.725	130.909	15.46	2013-08-21T13:30:00	130.573	130.882	130.570	130.838	130.542	
130.850	130.541	130.811	1.30	2013-08-21T13:00:00	130.535	130.638	130.515	130.573	
130.503	130.610	130.484	130.542	-6.95	2013-08-21T12:30:00	130.514	130.634	130.451	
130.535	130.485	130.605	130.421	130.503	-16.73	2013-08-21T12:00:00	130.465	130.550	
130.458	130.514	130.434	130.525	130.426	130.485	-14.19	2013-08-21T11:30:00	130.493	
130.534	130.412	130.465	130.462	130.505	130.383	130.434	-27.44	2013-08-21T11:00:00	
130.515	130.622	130.408	130.493	130.490	130.597	130.377	130.462	-8.85	
2013-08-21T10:30:00	130.877	130.900	130.405	130.515	130.847	130.874	130.374	130.490	
-0.29	2013-08-21T10:00:00	130.785	130.882	130.770	130.877	130.758	130.852	130.740	
130.847	57.26	2013-08-21T09:30:00	130.828	130.926	130.772	130.785	130.799	130.901	
130.743	130.758	43.28	2013-08-21T09:00:00	130.630	130.930	130.578	130.828	130.601	
130.899	130.549	130.799	44.13	2013-08-21T08:30:00	130.675	130.681	130.615	130.630	
130.646	130.656	130.587	130.601	7.29	2013-08-21T08:00:00	130.635	130.704	130.613	
130.675	130.609	130.675	130.581	130.646	31.88	2013-08-21T07:30:00	130.719	130.714	
130.635	130.635	130.679	130.679	130.604	130.609	22.97	2013-08-21T07:00:00	130.608	
130.758	130.565	130.719	130.550	130.728	130.514	130.679	27.83	2013-08-21T06:30:00	
130.561	130.645	130.548	130.608	130.493	130.597	130.476	130.550	12.42	
2013-08-21T06:00:00	130.569	130.581	130.509	130.561	130.429	130.512	130.412	130.493	
-16.77	2013-08-21T05:30:00	130.492	130.577	130.478	130.569	130.465	130.531	130.429	
130.429	-36.72	2013-08-21T05:00:00	130.534	130.573	130.459	130.492	130.502	130.544	
130.432	130.465	12.90	2013-08-21T04:30:00	130.592	130.647	130.489	130.534	130.562	
130.618	130.457	130.502	31.17	2013-08-21T04:00:00	130.483	130.594	130.470	130.592	
130.456	130.567	130.443	130.562	24.82	2013-08-21T03:30:00	130.505	130.513	130.457	
130.483	130.476	130.486	130.426	130.456	19.62	2013-08-21T03:00:00	130.552	130.577	
130.455	130.505	130.524	130.547	130.424	130.476	4.96	2013-08-21T02:30:00	130.521	
130.555	130.479	130.552	130.493	130.528	130.451	130.524	1.87	2013-08-21T02:00:00	
130.603	130.604	130.493	130.521	130.574	130.577	130.463	130.493	-17.26	
2013-08-21T01:30:00	130.608	130.650	130.544	130.603	130.588	130.624	130.517	130.574	
-1.84	2013-08-21T01:00:00	130.414	130.630	130.407	130.608	130.388	130.605	130.377	
130.588	44.46	2013-08-21T00:30:00	130.329	130.525	130.326	130.414	130.300	130.496	
130.299	130.388	17.90	2013-08-21T00:00:00	130.422	130.445	130.287	130.329	130.393	
130.421	130.259	130.300	9.34	2013-08-20T23:30:00	130.361	130.541	130.356	130.422	
130.331	130.512	130.326	130.393	6.86	2013-08-20T23:00:00	130.468	130.513	130.204	
130.361	130.440	130.485	130.178	130.331	-5.84	2013-08-20T22:30:00	130.536	130.708	
130.450	130.468	130.510	130.678	130.423	130.440	9.70	2013-08-20T22:00:00	130.666	
130.668	130.525	130.536	130.639	130.640	130.496	130.510	27.93	2013-08-20T21:30:00	
130.619	130.818	130.582	130.666	130.589	130.792	130.551	130.639	48.94	
2013-08-20T21:00:00	129.972	130.701	129.927	130.619	129.946	130.677	129.897	130.589	
53.30	2013-08-20T20:30:00	130.163	130.187	129.970	129.972	130.132	130.159	129.943	
129.946	34.40	2013-08-20T20:00:00	130.199	130.220	130.124	130.163	130.171	130.192	
130.096	130.132	18.26	2013-08-20T19:30:00	130.324	130.383	130.142	130.199	130.296	
130.358	130.113	130.171	19.73	2013-08-20T19:00:00	130.444	130.459	130.264	130.324	
130.417	130.431	130.234	130.296	30.26	2013-08-20T18:30:00	130.318	130.533	130.303	
130.444	130.296	130.509	130.274	130.417	35.70	2013-08-20T18:00:00	130.070	130.318	
130.051	130.318	130.045	130.296	130.024	130.296	2.64	2013-08-20T17:30:00	129.767	
130.193	129.764	130.070	129.736	130.167	129.733	130.045	-13.21	2013-08-20T17:00:00	
129.542	129.822	129.491	129.767	129.514	129.793	129.462	129.736	-39.06	
2013-08-20T16:30:00	129.483	129.559	129.307	129.542	129.452	129.533	129.277	129.514	
-74.30	2013-08-20T16:00:00	129.864	129.888	129.463	129.483	129.834	129.859	129.439	
129.452	-86.16	2013-08-20T15:30:00	129.883	129.902	129.749	129.864	129.853	129.874	
129.718	129.834	-64.18	2013-08-20T15:00:00	129.871	129.995	129.761	129.883	129.843	
129.968	129.730	129.853	-68.51	2013-08-20T14:30:00	129.933	129.995	129.827	129.871	
129.904	129.968	129.801	129.843	-50.17	2013-08-20T14:00:00	130.280	130.280	129.881	
129.933	130.252	130.251	129.852	129.904	-42.72	2013-08-20T13:30:00	130.263	130.292	
130.199	130.280	130.234	130.266	130.168	130.252	2.99	2013-08-20T13:00:00	130.221	
130.271	130.202	130.263	130.191	130.242	130.170	130.234	16.26	2013-08-20T12:30:00	
130.315	130.377	130.127	130.221	130.283	130.347	130.096	130.191	-3.49	
2013-08-20T12:00:00	130.359	130.364	130.293	130.315	130.336	130.333	130.263	130.283	
13.09	2013-08-20T11:30:00	130.312	130.395	130.262	130.359	130.282	130.367	130.231	
130.336	20.67	2013-08-20T11:00:00	130.420	130.432	130.286	130.312	130.397	130.407	
130.258	130.282	19.77	2013-08-20T10:30:00	130.317	130.518	130.312	130.420	130.290	
130.489	130.282	130.397	56.54	2013-08-20T10:00:00	130.294	130.390	130.263	130.317	
130.268	130.360	130.236	130.290	50.88	2013-08-20T09:30:00	130.262	130.393	130.217	
130.294	130.236	130.370	130.189	130.268	32.54	2013-08-20T09:00:00	130.164	130.278	
130.113	130.262	130.133	130.251	130.088	130.236	44.31	2013-08-20T08:30:00	130.243	
130.245	130.093	130.164	130.214	130.218	130.066	130.133	-16.01	2013-08-20T08:00:00	
130.239	130.247	130.188	130.243	130.208	130.219	130.161	130.214	4.84	
2013-08-20T07:30:00	130.253	130.299	130.228	130.239	130.225	130.274	130.196	130.208	
-14.68	2013-08-20T07:00:00	130.219	130.296	130.182	130.253	130.177	130.261	130.144	
130.225	-13.36	2013-08-20T06:30:00	130.186	130.253	130.171	130.219	130.142	130.210	
130.132	130.177	-46.00	2013-08-20T06:00:00	130.127	130.248	130.145	130.186	130.087	
130.186	130.048	130.142	-54.27	2013-08-20T05:30:00	130.161	130.163	130.101	130.127	
130.131	130.133	130.073	130.087	-62.88	2013-08-20T05:00:00	130.040	130.223	130.037	
130.161	130.010	130.194	130.008	130.131	-63.35	2013-08-20T04:30:00	130.258	130.296	
130.036	130.040	130.234	130.267	130.008	130.010	-79.51	2013-08-20T04:00:00	130.217	
130.282	130.167	130.258	130.185	130.258	130.140	130.234	-75.82	2013-08-20T03:30:00	
130.346	130.348	130.159	130.217	130.314	130.320	130.129	130.185	-89.45	
2013-08-20T03:00:00	130.352	130.369	130.279	130.346	130.320	130.342	130.251	130.314	
-88.22	2013-08-20T02:30:00	130.645	130.649	130.305	130.352	130.620	130.621	130.278	
130.320	-51.60	2013-08-20T02:00:00	130.705	130.715	130.602	130.645	130.676	130.685	
130.574	130.620	-14.65	2013-08-20T01:30:00	130.699	130.742	130.624	130.705	130.673	
130.711	130.594	130.676	-9.58	2013-08-20T01:00:00	130.760	130.777	130.664	130.699	
130.729	130.747	130.633	130.673	-21.94	2013-08-20T00:30:00	130.720	130.825	130.699	
130.760	130.693	130.795	130.671	130.729	-8.07	2013-08-20T00:00:00	130.813	130.824	
130.678	130.720	130.786	130.795	130.650	130.693	-30.25	2013-08-19T23:30:00	130.876	
130.901	130.772	130.813	130.846	130.871	130.741	130.786	-7.34	2013-08-19T23:00:00	
130.924	130.981	130.828	130.876	130.898	130.956	130.804	130.846	47.05	
2013-08-19T22:30:00	130.762	130.927	130.719	130.924	130.740	130.899	130.688	130.898	
62.16	2013-08-19T22:00:00	130.728	130.782	130.579	130.762	130.701	130.759	130.547	
130.740	57.33	2013-08-19T21:30:00	130.755	130.776	130.676	130.728	130.726	130.746	
130.649	130.701	59.33	2013-08-19T21:00:00	130.833	130.866	130.700	130.755	130.804	
130.838	130.670	130.726	59.77	2013-08-19T20:30:00	130.799	130.890	130.753	130.833	
130.775	130.864	130.727	130.804	72.80	2013-08-19T20:00:00	130.914	130.940	130.780	
130.799	130.889	130.915	130.752	130.775	54.92	2013-08-19T19:30:00	130.861	131.027	
130.811	130.914	130.831	130.997	130.781	130.889	74.15	2013-08-19T19:00:00	130.394	
131.054	130.393	130.861	130.368	131.028	130.366	130.831	73.24	2013-08-19T18:30:00	
130.210	130.456	130.190	130.394	130.185	130.430	130.162	130.368	53.76	
2013-08-19T18:00:00	130.187	130.219	130.133	130.210	130.157	130.195	130.107	130.185	
42.67	2013-08-19T17:30:00	130.099	130.199	130.071	130.187	130.068	130.172	130.043	
130.157	25.21	2013-08-19T17:00:00	130.118	130.126	130.011	130.099	130.090	130.100	
129.981	130.068	4.35	2013-08-19T16:30:00	130.105	130.158	130.071	130.118	130.076	
130.132	130.043	130.090	17.50	2013-08-19T16:00:00	130.207	130.213	130.032	130.105	
130.183	130.186	130.002	130.076	25.34	2013-08-19T15:30:00	130.178	130.239	130.107	
130.207	130.149	130.209	130.082	130.183	48.53	2013-08-19T15:00:00	130.155	130.206	
130.038	130.178	130.125	130.183	130.010	130.149	47.97	2013-08-19T14:30:00	130.095	
130.160	130.048	130.155	130.068	130.134	130.021	130.125	50.64	2013-08-19T14:00:00	
130.025	130.117	129.950	130.095	129.993	130.090	129.921	130.068	-13.55	
2013-08-19T13:30:00	130.066	130.141	130.025	130.025	130.039	130.116	129.993	129.993	
-46.42	2013-08-19T13:00:00	130.081	130.117	129.950	130.066	130.051	130.089	129.923	
130.039	-20.86	2013-08-19T12:30:00	130.046	130.152	130.050	130.081	130.020	130.124	
130.020	130.051	-14.37	2013-08-19T12:00:00	129.988	130.086	129.967	130.046	129.964	
130.056	129.939	130.020	-27.86	2013-08-19T11:30:00	130.027	130.046	129.915	129.988	
130.002	130.016	129.884	129.964	-13.14	2013-08-19T11:00:00	130.002	130.100	129.974	
130.027	129.972	130.073	129.942	130.002	-18.54	2013-08-19T10:30:00	129.960	130.036	
129.900	130.002	129.928	130.006	129.872	129.972	-18.41	2013-08-19T10:00:00	130.170	
130.215	129.871	129.960	130.142	130.188	129.841	129.928	7.76	2013-08-19T09:30:00	
130.304	130.410	130.163	130.170	130.272	130.379	130.124	130.142	24.87	
2013-08-19T09:00:00	130.206	130.443	130.200	130.304	130.175	130.413	130.169	130.272	
18.95	2013-08-19T08:30:00	130.177	130.240	130.123	130.206	130.147	130.210	130.093	
130.175	15.19	2013-08-19T08:00:00	130.254	130.258	130.167	130.177	130.217	130.229	
130.135	130.147	4.44	2013-08-19T07:30:00	130.106	130.266	130.098	130.254	130.069	
130.229	130.058	130.217	11.04	2013-08-19T07:00:00	130.220	130.246	130.074	130.106	
130.160	130.170	130.036	130.069	-12.01	2013-08-19T06:30:00	130.181	130.272	130.169	
130.220	130.129	130.212	130.111	130.160	12.94	2013-08-19T06:00:00	130.035	130.250	
130.141	130.181	129.843	130.184	129.956	130.129	18.72	2013-08-19T04:30:00	130.066	
130.084	130.035	130.035	129.907	129.884	129.843	129.843	-26.20	2013-08-17T05:30:00	
130.145	130.177	130.062	130.066	130.084	130.132	129.899	129.907	-29.12	
2013-08-17T05:00:00	130.066	130.196	130.060	130.145	130.031	130.160	130.025	130.084	
11.33	2013-08-17T04:30:00	130.127	130.179	130.029	130.066	130.103	130.143	129.995	
130.031	1.49	2013-08-17T04:00:00	130.146	130.156	130.059	130.127	130.114	130.123	
130.028	130.103	5.26	2013-08-17T03:30:00	130.203	130.213	130.119	130.146	130.170	
130.184	130.090	130.114	-7.10	2013-08-17T03:00:00	130.075	130.220	130.071	130.203	
130.047	130.188	130.042	130.170	11.58	2013-08-17T02:30:00	129.983	130.112	129.967	
130.075	129.954	130.082	129.934	130.047	3.17	2013-08-17T02:00:00	130.064	130.126	
129.890	129.983	130.034	130.099	129.864	129.954	-14.79	2013-08-17T01:30:00	130.160	
130.171	130.026	130.064	130.128	130.138	129.994	130.034	-2.21	2013-08-17T01:00:00	
130.034	130.252	129.987	130.160	130.004	130.223	129.958	130.128	-0.19	
2013-08-17T00:30:00	130.051	130.079	129.983	130.034	130.021	130.048	129.954	130.004	
-20.36	2013-08-17T00:00:00	130.095	130.174	130.029	130.051	130.069	130.143	129.997	
130.021	15.74	2013-08-16T23:30:00	130.197	130.284	130.078	130.095	130.166	130.255	
130.050	130.069	17.12	2013-08-16T23:00:00	130.108	130.262	130.035	130.197	130.082	
130.231	130.005	130.166	46.00	2013-08-16T22:30:00	130.052	130.230	130.015	130.108	
130.025	130.202	129.987	130.082	44.34	2013-08-16T22:00:00	130.078	130.171	130.014	
130.052	130.046	130.143	129.987	130.025	2.74	2013-08-16T21:30:00	130.084	130.105	
129.983	130.078	130.046	130.060	129.957	130.046	15.11	2013-08-16T21:00:00	130.157	
130.169	130.029	130.084	130.129	130.143	130.000	130.046	21.73	2013-08-16T20:30:00	
130.122	130.164	130.045	130.157	130.094	130.139	130.015	130.129	9.94	
2013-08-16T20:00:00	129.958	130.129	129.936	130.122	129.928	130.101	129.909	130.094	
-4.85	2013-08-16T19:30:00	129.998	130.017	129.887	129.958	129.969	129.990	129.859	
129.928	-37.65	2013-08-16T19:00:00	129.942	130.037	129.915	129.998	129.919	130.009	
129.884	129.969	-24.51	2013-08-16T18:30:00	129.879	129.990	129.852	129.942	129.851	
