日時	EUR/JPY(始値, 買い)	
EUR/JPY(高値, 買い)	EUR/JPY(安値, 買い)	EUR/JPY(終値, 買い)	EUR/JPY(始値, 売り)	EUR/JPY(高値, 売り)	EUR/JPY(安値, 売り)	EUR/JPY(終値, 売り)	K	D	
2013-08-22T19:30:00	131.394	131.417	131.336	131.380	131.365	131.390	131.305	131.353	
28.36	61.93	2013-08-22T19:00:00	131.413	131.437	131.270	131.394	131.382	131.409	
131.239	131.365	47.02	76.02	2013-08-22T18:30:00	131.511	131.649	131.396	131.413	
131.481	131.621	131.371	131.382	59.84	84.25	2013-08-22T18:00:00	131.480	131.668	
131.471	131.511	131.454	131.641	131.439	131.481	81.00	90.39	2013-08-22T17:30:00	
131.493	131.525	131.340	131.480	131.468	131.500	131.310	131.454	93.44	
79.55	2013-08-22T17:00:00	131.155	131.503	131.150	131.493	131.127	131.476	131.120	
131.468	98.82	74.54	2013-08-22T16:30:00	131.113	131.197	131.027	131.155	131.086	
131.171	130.996	131.127	88.17	68.63	2013-08-22T16:00:00	130.967	131.198	130.827	
131.113	130.937	131.113	130.799	131.086	90.54	63.08	2013-08-22T15:30:00	131.069	
131.129	130.886	130.967	131.050	131.101	130.866	130.937	26.79	62.26	
2013-08-22T15:00:00	131.064	131.132	131.024	131.069	131.038	131.103	130.994	131.050	
68.36	62.37	2013-08-22T14:30:00	131.041	131.101	130.990	131.064	131.011	131.074	
130.960	131.038	69.31	59.09	2013-08-22T14:00:00	131.119	131.145	130.992	131.041	
131.090	131.116	130.962	131.011	60.40	56.99	2013-08-22T13:30:00	130.955	131.159	
130.929	131.119	130.926	131.131	130.901	131.090	86.47	57.22	2013-08-22T13:00:00	
130.911	131.003	130.906	130.955	130.883	130.977	130.875	130.926	27.30	
53.78	2013-08-22T12:30:00	130.921	130.981	130.857	130.911	130.893	130.954	130.828	
130.883	51.97	66.49	2013-08-22T12:00:00	130.928	130.993	130.909	130.921	130.901	
130.970	130.881	130.893	58.82	71.74	2013-08-22T11:30:00	130.973	131.031	130.926	
130.928	130.947	131.002	130.896	130.901	61.56	71.53	2013-08-22T11:00:00	131.092	
131.209	130.941	130.973	131.063	131.187	130.909	130.947	69.23	74.97	
2013-08-22T10:30:00	130.599	131.157	130.583	131.092	130.572	131.130	130.554	131.063	
90.87	72.21	2013-08-22T10:00:00	130.554	130.640	130.503	130.599	130.526	130.610	
130.473	130.572	78.22	65.16	2013-08-22T09:30:00	130.578	130.648	130.469	130.554	
130.548	130.621	130.443	130.526	57.78	62.83	2013-08-22T09:00:00	130.499	130.610	
130.436	130.578	130.470	130.580	130.407	130.548	78.76	65.13	2013-08-22T08:30:00	
130.468	130.543	130.425	130.499	130.438	130.513	130.396	130.470	55.43	
57.02	2013-08-22T08:00:00	130.532	130.560	130.427	130.468	130.500	130.535	130.401	
130.438	55.59	48.93	2013-08-22T07:30:00	130.560	130.622	130.521	130.532	130.529	
130.589	130.483	130.500	66.58	37.96	2013-08-22T07:00:00	130.554	130.596	130.502	
130.560	130.488	130.546	130.458	130.529	69.31	32.55	2013-08-22T06:30:00	130.409	
130.555	130.369	130.554	130.343	130.493	130.322	130.488	38.18	28.29	
2013-08-22T06:00:00	130.528	130.552	130.317	130.409	130.361	130.417	130.249	130.343	
15.02	32.26	2013-08-22T05:30:00	130.592	130.661	130.463	130.528	130.567	130.626	
130.357	130.361	0.72	42.57	2013-08-22T05:00:00	130.645	130.680	130.464	130.592	
130.616	130.653	130.443	130.567	39.51	57.00	2013-08-22T04:30:00	130.701	130.899	
130.612	130.645	130.674	130.875	130.583	130.616	48.01	52.43	2013-08-22T04:00:00	
130.755	130.889	130.698	130.701	130.723	130.860	130.666	130.674	58.06	
45.23	2013-08-22T03:30:00	130.660	130.941	130.643	130.755	130.629	130.916	130.614	
130.723	66.55	38.37	2013-08-22T03:00:00	130.551	130.764	130.413	130.660	130.479	
130.737	130.339	130.629	72.86	30.26	2013-08-22T02:30:00	130.520	130.595	130.485	
130.551	130.490	130.568	130.457	130.479	16.67	19.64	2013-08-22T02:00:00	130.556	
130.596	130.504	130.520	130.526	130.569	130.473	130.490	12.02	23.18	
2013-08-22T01:30:00	130.583	130.614	130.541	130.556	130.556	130.589	130.511	130.526	
23.77	32.42	2013-08-22T01:00:00	130.563	130.601	130.528	130.583	130.535	130.571	
130.496	130.556	25.96	38.87	2013-08-22T00:30:00	130.569	130.609	130.499	130.563	
130.540	130.584	130.468	130.535	19.76	47.95	2013-08-22T00:00:00	130.667	130.679	
130.524	130.569	130.637	130.651	130.493	130.540	34.40	58.62	2013-08-21T23:30:00	
130.657	130.740	130.631	130.667	130.628	130.712	130.605	130.637	58.23	
56.34	2013-08-21T23:00:00	130.738	130.838	130.642	130.657	130.649	130.807	130.612	
130.628	56.02	49.08	2013-08-21T22:30:00	130.603	130.777	130.533	130.738	130.574	
130.749	130.502	130.649	71.35	45.32	2013-08-21T22:00:00	130.496	130.668	130.431	
130.603	130.469	130.638	130.400	130.574	73.11	37.87	2013-08-21T21:30:00	130.513	
130.567	130.481	130.496	130.482	130.540	130.451	130.469	22.97	28.99	
2013-08-21T21:00:00	130.559	130.575	130.498	130.513	130.531	130.548	130.468	130.482	
21.96	34.86	2013-08-21T20:30:00	130.551	130.613	130.506	130.559	130.523	130.583	
130.476	130.531	37.21	40.51	2013-08-21T20:00:00	130.543	130.601	130.467	130.551	
130.519	130.575	130.435	130.523	34.11	41.55	2013-08-21T19:30:00	130.574	130.594	
130.474	130.543	130.544	130.567	130.449	130.519	28.69	42.51	2013-08-21T19:00:00	
130.565	130.680	130.537	130.574	130.535	130.649	130.506	130.544	52.31	
46.85	2013-08-21T18:30:00	130.529	130.718	130.520	130.565	130.503	130.693	130.491	
130.535	50.23	44.32	2013-08-21T18:00:00	130.568	130.591	130.495	130.529	130.545	
130.563	130.470	130.503	42.43	35.69	2013-08-21T17:30:00	130.677	130.690	130.488	
130.568	130.648	130.662	130.461	130.545	38.87	35.31	2013-08-21T17:00:00	130.703	
130.775	130.349	130.677	130.675	130.750	130.318	130.648	50.38	42.15	
2013-08-21T16:30:00	130.560	130.749	130.509	130.703	130.530	130.721	130.479	130.675	
39.68	47.17	2013-08-21T16:00:00	130.758	130.783	130.518	130.560	130.727	130.754	
130.494	130.530	7.11	56.09	2013-08-21T15:30:00	130.892	130.929	130.718	130.758	
130.861	130.902	130.694	130.727	40.52	73.00	2013-08-21T15:00:00	130.882	130.995	
130.884	130.892	130.858	130.973	130.854	130.861	73.06	79.06	2013-08-21T14:30:00	
130.936	130.983	130.792	130.882	130.909	130.954	130.763	130.858	75.47	
69.60	2013-08-21T14:00:00	130.838	131.032	130.755	130.936	130.811	131.000	130.725	
130.909	84.28	58.95	2013-08-21T13:30:00	130.573	130.882	130.570	130.838	130.542	
130.850	130.541	130.811	91.65	44.37	2013-08-21T13:00:00	130.535	130.638	130.515	
130.573	130.503	130.610	130.484	130.542	70.82	29.38	2013-08-21T12:30:00	130.514	
130.634	130.451	130.535	130.485	130.605	130.421	130.503	25.80	19.62	
2013-08-21T12:00:00	130.465	130.550	130.458	130.514	130.434	130.525	130.426	130.485	
22.20	31.39	2013-08-21T11:30:00	130.493	130.534	130.412	130.465	130.462	130.505	
130.383	130.434	11.39	38.83	2013-08-21T11:00:00	130.515	130.622	130.408	130.493	
130.490	130.597	130.377	130.462	16.70	51.35	2013-08-21T10:30:00	130.877	130.900	
130.405	130.515	130.847	130.874	130.374	130.490	22.01	57.93	2013-08-21T10:00:00	
130.785	130.882	130.770	130.877	130.758	130.852	130.740	130.847	84.66	
68.34	2013-08-21T09:30:00	130.828	130.926	130.772	130.785	130.799	130.901	130.743	
130.758	59.38	63.88	2013-08-21T09:00:00	130.630	130.930	130.578	130.828	130.601	
130.899	130.549	130.799	74.03	68.90	2013-08-21T08:30:00	130.675	130.681	130.615	
130.630	130.646	130.656	130.587	130.601	49.60	67.50	2013-08-21T08:00:00	130.635	
130.704	130.613	130.675	130.609	130.675	130.581	130.646	74.05	65.44	
2013-08-21T07:30:00	130.719	130.714	130.635	130.635	130.679	130.679	130.604	130.609	
62.34	50.94	2013-08-21T07:00:00	130.608	130.758	130.565	130.719	130.550	130.728	
130.514	130.679	84.49	42.70	2013-08-21T06:30:00	130.561	130.645	130.548	130.608	
130.493	130.597	130.476	130.550	66.99	33.84	2013-08-21T06:00:00	130.569	130.581	
130.509	130.561	130.429	130.512	130.412	130.493	39.32	38.48	2013-08-21T05:30:00	
130.492	130.577	130.478	130.569	130.465	130.531	130.429	130.429	1.56	
33.82	2013-08-21T05:00:00	130.534	130.573	130.459	130.492	130.502	130.544	130.432	
130.465	21.13	41.52	2013-08-21T04:30:00	130.592	130.647	130.489	130.534	130.562	
130.618	130.457	130.502	40.21	51.14	2013-08-21T04:00:00	130.483	130.594	130.470	
130.592	130.456	130.567	130.443	130.562	90.20	55.92	2013-08-21T03:30:00	130.505	
130.513	130.457	130.483	130.476	130.486	130.426	130.456	16.00	55.14	
2013-08-21T03:00:00	130.552	130.577	130.455	130.505	130.524	130.547	130.424	130.476	
40.08	71.15	2013-08-21T02:30:00	130.521	130.555	130.479	130.552	130.493	130.528	
130.451	130.524	69.23	71.53	2013-08-21T02:00:00	130.603	130.604	130.493	130.521	
130.574	130.577	130.463	130.493	64.11	62.57	2013-08-21T01:30:00	130.608	130.650	
130.544	130.603	130.588	130.624	130.517	130.574	86.30	56.75	2013-08-21T01:00:00	
130.414	130.630	130.407	130.608	130.388	130.605	130.377	130.588	96.02	
49.19	2013-08-21T00:30:00	130.329	130.525	130.326	130.414	130.300	130.496	130.299	
130.388	42.00	42.12	2013-08-21T00:00:00	130.422	130.445	130.287	130.329	130.393	
130.421	130.259	130.300	24.40	47.41	2013-08-20T23:30:00	130.361	130.541	130.356	
130.422	130.331	130.512	130.326	130.393	35.02	59.11	2013-08-20T23:00:00	130.468	
130.513	130.204	130.361	130.440	130.485	130.178	130.331	48.49	69.86	
2013-08-20T22:30:00	130.536	130.708	130.450	130.468	130.510	130.678	130.423	130.440	
60.67	60.26	2013-08-20T22:00:00	130.666	130.668	130.525	130.536	130.639	130.640	
130.496	130.510	68.49	52.58	2013-08-20T21:30:00	130.619	130.818	130.582	130.666	
130.589	130.792	130.551	130.639	82.91	50.17	2013-08-20T21:00:00	129.972	130.701	
129.927	130.619	129.946	130.677	129.897	130.589	88.72	49.52	2013-08-20T20:30:00	
130.163	130.187	129.970	129.972	130.132	130.159	129.943	129.946	0.53	
50.29	2013-08-20T20:00:00	130.199	130.220	130.124	130.163	130.171	130.192	130.096	
130.132	22.27	70.18	2013-08-20T19:30:00	130.324	130.383	130.142	130.199	130.296	
130.358	130.113	130.171	56.44	82.98	2013-08-20T19:00:00	130.444	130.459	130.264	
130.324	130.417	130.431	130.234	130.296	79.66	84.98	2013-08-20T18:30:00	130.318	
130.533	130.303	130.444	130.296	130.509	130.274	130.417	92.53	75.91	
2013-08-20T18:00:00	130.070	130.318	130.051	130.318	130.045	130.296	130.024	130.296	
100.00	57.72	2013-08-20T17:30:00	129.767	130.193	129.764	130.070	129.736	130.167	
129.733	130.045	86.29	41.96	2013-08-20T17:00:00	129.542	129.822	129.491	129.767	
129.514	129.793	129.462	129.736	66.43	29.29	2013-08-20T16:30:00	129.483	129.559	
129.307	129.542	129.452	129.533	129.277	129.514	34.30	17.54	2013-08-20T16:00:00	
129.864	129.888	129.463	129.483	129.834	129.859	129.439	129.452	1.60	
12.78	2013-08-20T15:30:00	129.883	129.902	129.749	129.864	129.853	129.874	129.718	
129.834	21.17	23.98	2013-08-20T15:00:00	129.871	129.995	129.761	129.883	129.843	
129.968	129.730	129.853	22.95	28.62	2013-08-20T14:30:00	129.933	129.995	129.827	
129.871	129.904	129.968	129.801	129.843	7.69	28.86	2013-08-20T14:00:00	130.280	
130.280	129.881	129.933	130.252	130.251	129.852	129.904	10.51	31.35	
2013-08-20T13:30:00	130.263	130.292	130.199	130.280	130.234	130.266	130.168	130.252	
57.56	39.05	2013-08-20T13:00:00	130.221	130.271	130.202	130.263	130.191	130.242	
130.170	130.234	44.37	37.22	2013-08-20T12:30:00	130.315	130.377	130.127	130.221	
130.283	130.347	130.096	130.191	24.17	43.99	2013-08-20T12:00:00	130.359	130.364	
130.293	130.315	130.336	130.333	130.263	130.283	20.16	53.89	2013-08-20T11:30:00	
130.312	130.395	130.262	130.359	130.282	130.367	130.231	130.336	49.00	
63.15	2013-08-20T11:00:00	130.420	130.432	130.286	130.312	130.397	130.407	130.258	
130.282	48.38	69.70	2013-08-20T10:30:00	130.317	130.518	130.312	130.420	130.290	
130.489	130.282	130.397	78.25	66.46	2013-08-20T10:00:00	130.294	130.390	130.263	
130.317	130.268	130.360	130.236	130.290	73.68	65.51	2013-08-20T09:30:00	130.262	
130.393	130.217	130.294	130.236	130.370	130.189	130.268	66.45	64.93	
2013-08-20T09:00:00	130.164	130.278	130.113	130.262	130.133	130.251	130.088	130.236	
81.73	68.79	2013-08-20T08:30:00	130.243	130.245	130.093	130.164	130.214	130.218	
130.066	130.133	32.21	65.50	2013-08-20T08:00:00	130.239	130.247	130.188	130.243	
130.208	130.219	130.161	130.214	73.45	69.40	2013-08-20T07:30:00	130.253	130.299	
130.228	130.239	130.225	130.274	130.196	130.208	70.80	59.78	2013-08-20T07:00:00	
130.219	130.296	130.182	130.253	130.177	130.261	130.144	130.225	85.77	
52.98	2013-08-20T06:30:00	130.186	130.253	130.171	130.219	130.142	130.210	130.132	
130.177	65.25	35.89	2013-08-20T06:00:00	130.127	130.248	130.145	130.186	130.087	
130.186	130.048	130.142	51.74	26.62	2013-08-20T05:30:00	130.161	130.163	130.101	
130.127	130.131	130.133	130.073	130.087	25.32	18.20	2013-08-20T05:00:00	130.040	
130.223	130.037	130.161	130.010	130.194	130.008	130.131	36.83	15.67	
2013-08-20T04:30:00	130.258	130.296	130.036	130.040	130.234	130.267	130.008	130.010	
0.33	9.93	2013-08-20T04:00:00	130.217	130.282	130.167	130.258	130.185	130.258	
130.140	130.234	18.88	14.03	2013-08-20T03:30:00	130.346	130.348	130.159	130.217	
130.314	130.320	130.129	130.185	9.62	16.17	2013-08-20T03:00:00	130.352	130.369	
130.279	130.346	130.320	130.342	130.251	130.314	12.70	16.73	2013-08-20T02:30:00	
130.645	130.649	130.305	130.352	130.620	130.621	130.278	130.320	8.12	
19.35	2013-08-20T02:00:00	130.705	130.715	130.602	130.645	130.676	130.685	130.574	
130.620	20.81	24.86	2013-08-20T01:30:00	130.699	130.742	130.624	130.705	130.673	
130.711	130.594	130.676	29.60	32.39	2013-08-20T01:00:00	130.760	130.777	130.664	
130.699	130.729	130.747	130.633	130.673	12.38	41.09	2013-08-20T00:30:00	130.720	
130.825	130.699	130.760	130.693	130.795	130.671	130.729	25.82	58.55	
2013-08-20T00:00:00	130.813	130.824	130.678	130.720	130.786	130.795	130.650	130.693	
35.70	63.88	2013-08-19T23:30:00	130.876	130.901	130.772	130.813	130.846	130.871	
130.741	130.786	58.44	59.73	2013-08-19T23:00:00	130.924	130.981	130.828	130.876	
130.898	130.956	130.804	130.846	73.11	58.92	2013-08-19T22:30:00	130.762	130.927	
130.719	130.924	130.740	130.899	130.688	130.898	99.72	59.12	2013-08-19T22:00:00	
130.728	130.782	130.579	130.762	130.701	130.759	130.547	130.740	52.45	
53.69	2013-08-19T21:30:00	130.755	130.776	130.676	130.728	130.726	130.746	130.649	
130.701	14.94	60.38	2013-08-19T21:00:00	130.833	130.866	130.700	130.755	130.804	
130.838	130.670	130.726	54.38	73.62	2013-08-19T20:30:00	130.799	130.890	130.753	
130.833	130.775	130.864	130.727	130.804	74.13	79.99	2013-08-19T20:00:00	130.914	
130.940	130.780	130.799	130.889	130.915	130.752	130.775	72.53	84.22	
2013-08-19T19:30:00	130.861	131.027	130.811	130.914	130.831	130.997	130.781	130.889	
85.89	85.16	2013-08-19T19:00:00	130.394	131.054	130.393	130.861	130.368	131.028	
130.366	130.831	81.18	75.61	2013-08-19T18:30:00	130.210	130.456	130.190	130.394	
130.185	130.430	130.162	130.368	86.19	67.88	2013-08-19T18:00:00	130.187	130.219	
130.133	130.210	130.157	130.195	130.107	130.185	95.33	61.40	2013-08-19T17:30:00	
130.099	130.199	130.071	130.187	130.068	130.172	130.043	130.157	77.19	
60.53	2013-08-19T17:00:00	130.118	130.126	130.011	130.099	130.090	130.100	129.981	
130.068	38.16	62.50	2013-08-19T16:30:00	130.105	130.158	130.071	130.118	130.076	
130.132	130.043	130.090	42.51	74.02	2013-08-19T16:00:00	130.207	130.213	130.032	
130.105	130.183	130.186	130.002	130.076	53.82	80.00	2013-08-19T15:30:00	130.178	
130.239	130.107	130.207	130.149	130.209	130.082	130.183	90.97	78.32	
2013-08-19T15:00:00	130.155	130.206	130.038	130.178	130.125	130.183	130.010	130.149	
87.02	73.04	2013-08-19T14:30:00	130.095	130.160	130.048	130.155	130.068	130.134	
130.021	130.125	95.77	69.84	2013-08-19T14:00:00	130.025	130.117	129.950	130.095	
129.993	130.090	129.921	130.068	72.41	61.01	2013-08-19T13:30:00	130.066	130.141	
130.025	130.025	130.039	130.116	129.993	129.993	45.42	51.10	2013-08-19T13:00:00	
130.081	130.117	129.950	130.066	130.051	130.089	129.923	130.039	64.58	
47.64	2013-08-19T12:30:00	130.046	130.152	130.050	130.081	130.020	130.124	130.020	
130.051	71.03	39.31	2013-08-19T12:00:00	129.988	130.086	129.967	130.046	129.964	
130.056	129.939	130.020	51.59	28.14	2013-08-19T11:30:00	130.027	130.046	129.915	
129.988	130.002	130.016	129.884	129.964	22.86	22.56	2013-08-19T11:00:00	130.002	
130.100	129.974	130.027	129.972	130.073	129.942	130.002	28.15	30.50	
2013-08-19T10:30:00	129.960	130.036	129.900	130.002	129.928	130.006	129.872	129.972	
22.90	39.28	2013-08-19T10:00:00	130.170	130.215	129.871	129.960	130.142	130.188	
129.841	129.928	15.21	48.69	2013-08-19T09:30:00	130.304	130.410	130.163	130.170	
130.272	130.379	130.124	130.142	23.66	65.03	2013-08-19T09:00:00	130.206	130.443	
130.200	130.304	130.175	130.413	130.169	130.272	62.60	72.54	2013-08-19T08:30:00	
130.177	130.240	130.123	130.206	130.147	130.210	130.093	130.175	72.02	
77.21	2013-08-19T08:00:00	130.254	130.258	130.167	130.177	130.217	130.229	130.135	
130.147	69.96	79.58	2013-08-19T07:30:00	130.106	130.266	130.098	130.254	130.069	
130.229	130.058	130.217	96.89	65.58	2013-08-19T07:00:00	130.220	130.246	130.074	
130.106	130.160	130.170	130.036	130.069	61.25	46.77	2013-08-19T06:30:00	130.181	
130.272	130.169	130.220	130.129	130.212	130.111	130.160	85.91	43.74	
2013-08-19T06:00:00	130.035	130.250	130.141	130.181	129.843	130.184	129.956	130.129	
83.87	34.20	2013-08-19T04:30:00	130.066	130.084	130.035	130.035	129.907	129.884	
129.843	129.843	0.00	32.18	2013-08-17T05:30:00	130.145	130.177	130.062	130.066	
130.084	130.132	129.899	129.907	2.81	47.61	2013-08-17T05:00:00	130.066	130.196	
130.060	130.145	130.031	130.160	130.025	130.084	46.11	64.09	2013-08-17T04:30:00	
130.127	130.179	130.029	130.066	130.103	130.143	129.995	130.031	38.19	
65.07	2013-08-17T04:00:00	130.146	130.156	130.059	130.127	130.114	130.123	130.028	
130.103	73.77	62.44	2013-08-17T03:30:00	130.203	130.213	130.119	130.146	130.170	
130.184	130.090	130.114	77.16	53.00	2013-08-17T03:00:00	130.075	130.220	130.071	
130.203	130.047	130.188	130.042	130.170	85.24	49.13	2013-08-17T02:30:00	129.983	
130.112	129.967	130.075	129.954	130.082	129.934	130.047	50.97	35.41	
2013-08-17T02:00:00	130.064	130.126	129.890	129.983	130.034	130.099	129.864	129.954	
25.07	27.75	2013-08-17T01:30:00	130.160	130.171	130.026	130.064	130.128	130.138	
129.994	130.034	26.58	30.25	2013-08-17T01:00:00	130.034	130.252	129.987	130.160	
130.004	130.223	129.958	130.128	57.81	40.19	2013-08-17T00:30:00	130.051	130.079	
129.983	130.034	130.021	130.048	129.954	130.004	16.61	38.84	2013-08-17T00:00:00	
130.095	130.174	130.029	130.051	130.069	130.143	129.997	130.021	12.69	
45.43	2013-08-16T23:30:00	130.197	130.284	130.078	130.095	130.166	130.255	130.050	
130.069	37.58	56.06	2013-08-16T23:00:00	130.108	130.262	130.035	130.197	130.082	
130.231	130.005	130.166	76.28	61.71	2013-08-16T22:30:00	130.052	130.230	130.015	
130.108	130.025	130.202	129.987	130.082	51.02	65.83	2013-08-16T22:00:00	130.078	
130.171	130.014	130.052	130.046	130.143	129.987	130.025	49.57	75.13	
2013-08-16T21:30:00	130.084	130.105	129.983	130.078	130.046	130.060	129.957	130.046	
65.85	73.29	2013-08-16T21:00:00	130.157	130.169	130.029	130.084	130.129	130.143	
130.000	130.046	65.85	71.98	2013-08-16T20:30:00	130.122	130.164	130.045	130.157	
130.094	130.139	130.015	130.129	96.86	67.29	2013-08-16T20:00:00	129.958	130.129	
129.936	130.122	129.928	130.101	129.909	130.094	97.52	50.42	2013-08-16T19:30:00	
129.998	130.017	129.887	129.958	129.969	129.990	129.859	129.928	40.37	
40.30	2013-08-16T19:00:00	129.942	130.037	129.915	129.998	129.919	130.009	129.884	
129.969	59.32	38.53	2013-08-16T18:30:00	129.879	129.990	129.852	129.942	129.851	
129.963	129.821	129.919	42.37	29.36	2013-08-16T18:00:00	130.040	130.068	129.850	
129.879	130.008	130.038	129.819	129.851	12.50	25.17	2013-08-16T17:30:00	129.975	
130.118	129.934	130.040	129.946	130.089	129.904	130.008	46.93	25.76	
2013-08-16T17:00:00	129.919	129.990	129.829	129.975	129.890	129.963	129.794	129.946	
31.54	24.08	2013-08-16T16:30:00	130.079	130.089	129.855	129.919	130.050	130.064	
129.830	129.890	13.45	22.23	2013-08-16T16:00:00	130.162	130.278	129.989	130.079	
130.135	130.250	129.960	130.050	21.43	30.74	2013-08-16T15:30:00	130.241	130.259	
130.116	130.162	130.213	130.232	130.089	130.135	15.43	44.13	2013-08-16T15:00:00	
130.188	130.303	130.132	130.241	130.158	130.276	130.106	130.213	38.58	
54.58	2013-08-16T14:30:00	130.241	130.276	130.108	130.188	130.212	130.256	130.083	
130.158	22.26	62.95	2013-08-16T14:00:00	130.378	130.407	130.177	130.241	130.354	
130.380	130.149	130.212	56.03	78.49	2013-08-16T13:30:00	130.200	130.443	130.182	
130.378	130.171	130.420	130.152	130.354	88.36	77.87	2013-08-16T13:00:00	130.255	
130.289	130.159	130.200	130.231	130.263	130.127	130.171	67.66	73.96	
2013-08-16T12:30:00	130.259	130.351	130.186	130.255	130.234	130.323	130.163	130.231	
80.43	75.17	2013-08-16T12:00:00	129.989	130.264	129.975	130.259	129.963	130.234	
129.947	130.234	100.00	75.49	2013-08-16T11:30:00	129.976	130.042	129.879	129.989	
129.945	130.015	129.853	129.963	52.92	69.66	2013-08-16T11:00:00	129.993	130.041	
129.893	129.976	129.972	130.014	129.866	129.945	68.80	75.20	2013-08-16T10:30:00	
129.923	130.140	129.918	129.993	129.896	130.116	129.894	129.972	73.72	
62.83	2013-08-16T10:00:00	129.864	129.995	129.861	129.923	129.833	129.968	129.831	
129.896	82.00	48.80	2013-08-16T09:30:00	129.895	129.967	129.824	129.864	129.872	
129.942	129.791	129.833	70.86	36.88	2013-08-16T09:00:00	129.620	129.926	129.597	
129.895	129.595	129.901	129.568	129.872	80.64	36.41	2013-08-16T08:30:00	129.650	
129.783	129.600	129.620	129.619	129.751	129.569	129.595	6.91	29.55	
2013-08-16T08:00:00	129.810	129.826	129.633	129.650	129.781	129.798	129.606	129.619	
3.60	35.08	2013-08-16T07:30:00	129.912	129.902	129.779	129.810	129.864	129.870	
129.745	129.781	22.41	46.06	2013-08-16T07:00:00	129.898	129.994	129.891	129.912	
129.815	129.945	129.819	129.864	68.48	49.93	2013-08-16T06:30:00	129.830	129.950	
129.804	129.898	129.778	129.881	129.742	129.815	46.34	41.70	2013-08-16T06:00:00	
130.042	130.087	129.820	129.830	129.875	129.967	129.727	129.778	34.57	
45.52	2013-08-16T05:30:00	129.845	130.052	129.804	130.042	129.807	129.968	129.763	
129.875	58.52	53.46	2013-08-16T05:00:00	129.870	129.953	129.667	129.845	129.839	
129.923	129.638	129.807	41.73	55.39	2013-08-16T04:30:00	129.942	130.045	129.860	
129.870	129.916	130.020	129.839	129.839	27.36	62.72	2013-08-16T04:00:00	129.993	
130.073	129.935	129.942	129.961	130.043	129.905	129.916	65.42	68.25	
2013-08-16T03:30:00	129.960	130.065	129.915	129.993	129.930	130.038	129.888	129.961	
74.26	66.22	2013-08-16T03:00:00	130.012	130.038	129.789	129.960	129.982	130.010	
129.758	129.930	68.17	67.26	2013-08-16T02:30:00	129.888	130.081	129.868	130.012	
129.863	130.054	129.842	129.982	78.39	61.19	2013-08-16T02:00:00	129.764	130.142	
129.611	129.888	129.734	130.092	129.583	129.863	55.01	54.21	2013-08-16T01:30:00	
129.960	130.023	129.750	129.764	129.928	129.993	129.725	129.734	55.27	
46.43	2013-08-16T01:00:00	129.751	129.968	129.687	129.960	129.726	129.938	129.665	
129.928	79.44	36.26	2013-08-16T00:30:00	129.856	129.897	129.745	129.751	129.828	
129.870	129.719	129.726	37.86	22.13	2013-08-16T00:00:00	129.649	129.902	129.619	
129.856	129.624	129.873	129.590	129.828	43.44	16.46	2013-08-15T23:30:00	129.574	
129.664	129.439	129.649	129.549	129.638	129.414	129.624	16.13	12.21	
2013-08-15T23:00:00	130.099	130.095	129.525	129.574	130.061	130.061	129.495	129.549	
4.42	26.24	2013-08-15T22:30:00	130.201	130.267	130.027	130.099	130.176	130.238	
129.998	130.061	8.77	41.59	2013-08-15T22:00:00	130.395	130.397	130.150	130.201	
130.362	130.367	130.119	130.176	9.55	54.48	2013-08-15T21:30:00	130.568	130.744	
130.293	130.395	130.530	130.716	130.261	130.362	22.20	69.45	2013-08-15T21:00:00	
130.435	130.632	130.430	130.568	130.407	130.604	130.401	130.530	86.25	
84.42	2013-08-15T20:30:00	130.353	130.523	130.350	130.435	130.322	130.495	130.318	
130.407	81.20	79.23	2013-08-15T20:00:00	130.405	130.437	130.334	130.353	130.381	
130.411	130.305	130.322	73.19	72.79	2013-08-15T19:30:00	130.323	130.488	130.319	
130.405	130.298	130.463	130.288	130.381	84.41	73.03	2013-08-15T19:00:00	130.111	
130.336	130.096	130.323	130.082	130.309	130.066	130.298	97.04	72.28	
2013-08-15T18:30:00	130.056	130.192	130.056	130.111	130.026	130.163	130.027	130.082	
60.32	69.46	2013-08-15T18:00:00	130.144	130.147	129.961	130.056	130.117	130.119	
129.937	130.026	49.01	66.68	2013-08-15T17:30:00	130.168	130.205	130.073	130.144	
130.145	130.176	130.044	130.117	74.39	68.90	2013-08-15T17:00:00	130.126	130.262	
130.078	130.168	130.103	130.232	130.049	130.145	80.62	63.81	2013-08-15T16:30:00	
129.899	130.201	129.882	130.126	129.875	130.176	129.854	130.103	82.98	
52.47	2013-08-15T16:00:00	129.943	130.013	129.857	129.899	129.913	129.984	129.828	
129.875	46.38	40.78	2013-08-15T15:30:00	129.910	129.964	129.810	129.943	129.882	
129.935	129.783	129.913	60.14	35.98	2013-08-15T15:00:00	129.829	130.052	129.815	
129.910	129.798	130.023	129.787	129.882	48.91	30.35	2013-08-15T14:30:00	129.895	
129.899	129.776	129.829	129.866	129.869	129.747	129.798	23.94	25.69	
2013-08-15T14:00:00	129.887	129.961	129.849	129.895	129.858	129.933	129.817	129.866	
24.53	23.06	2013-08-15T13:30:00	129.940	129.954	129.830	129.887	129.909	129.925	
129.805	129.858	22.37	28.30	2013-08-15T13:00:00	129.953	129.985	129.837	129.940	
129.925	129.960	129.807	129.909	31.98	31.96	2013-08-15T12:30:00	129.869	129.984	
