日時	
EUR/JPY(始値, 買い)	EUR/JPY(高値, 買い)	EUR/JPY(安値, 買い)	EUR/JPY(終値, 買い)	EUR/JPY(始値, 売り)	EUR/JPY(高値, 売り)	EUR/JPY(安値, 売り)	EUR/JPY(終値, 売り)	OBV	
131.071	166431	2013-05-29T16:30:00	130.909	130.956	130.724	130.825	130.882	130.927	
130.694	130.796	160261	2013-05-29T16:00:00	131.331	131.411	130.785	130.909	131.304	
131.385	130.757	130.882	166605	2013-05-29T15:30:00	131.241	131.404	131.236	131.331	
131.215	131.381	131.215	131.304	174708	2013-05-29T15:00:00	131.384	131.484	131.185	
131.241	131.355	131.458	131.157	131.215	171337	2013-05-29T14:30:00	131.587	131.605	
131.364	131.384	131.555	131.575	131.338	131.355	176493	2013-05-29T14:00:00	131.581	
131.643	131.504	131.587	131.552	131.616	131.478	131.555	180945	2013-05-29T13:30:00	
131.523	131.640	131.499	131.581	131.494	131.613	131.473	131.552	177355	
2013-05-29T13:00:00	131.414	131.573	131.408	131.523	131.383	131.549	131.379	131.494	
175081	2013-05-29T12:30:00	131.387	131.492	131.356	131.414	131.355	131.461	131.327	
131.383	173000	2013-05-29T12:00:00	131.431	131.431	131.332	131.387	131.402	131.402	
131.305	131.355	170885	2013-05-29T11:30:00	131.415	131.436	131.337	131.431	131.388	
131.405	131.309	131.402	172631	2013-05-29T11:00:00	131.279	131.456	131.273	131.415	
131.249	131.430	131.245	131.388	171257	2013-05-29T10:30:00	131.304	131.329	131.156	
131.279	131.274	131.302	131.131	131.249	169315	2013-05-29T10:00:00	131.496	131.501	
131.234	131.304	131.467	131.477	131.209	131.274	172817	2013-05-29T09:30:00	131.516	
131.517	131.219	131.496	131.489	131.490	131.190	131.467	176277	2013-05-29T09:00:00	
131.697	131.725	131.409	131.516	131.667	131.696	131.381	131.489	181721	
2013-05-29T08:30:00	131.504	131.697	131.494	131.697	131.474	131.672	131.463	131.667	
186663	2013-05-29T08:00:00	131.513	131.554	131.425	131.504	131.482	131.530	131.394	
131.474	184475	2013-05-29T07:30:00	131.465	131.521	131.431	131.513	131.436	131.493	
131.410	131.482	187355	2013-05-29T07:00:00	131.471	131.506	131.444	131.465	131.426	
131.476	131.414	131.436	186349	2013-05-29T06:30:00	131.451	131.497	131.411	131.471	
131.419	131.449	131.363	131.426	185441	2013-05-29T06:00:00	131.598	131.687	131.449	
131.451	131.531	131.614	131.394	131.419	184873	2013-05-29T05:30:00	131.511	131.653	
131.508	131.598	131.484	131.636	131.476	131.531	185194	2013-05-29T05:00:00	131.570	
131.645	131.479	131.511	131.545	131.618	131.446	131.484	183303	2013-05-29T04:30:00	
131.588	131.602	131.473	131.570	131.563	131.577	131.440	131.545	185898	
2013-05-29T04:00:00	131.438	131.683	131.400	131.588	131.405	131.652	131.367	131.563	
188145	2013-05-29T03:30:00	131.353	131.487	131.230	131.438	131.321	131.454	131.196	
131.405	185346	2013-05-29T03:00:00	131.326	131.377	131.183	131.353	131.295	131.348	
131.152	131.321	182611	2013-05-29T02:30:00	131.427	131.470	131.293	131.326	131.403	
131.441	131.266	131.295	178606	2013-05-29T02:00:00	131.462	131.565	131.392	131.427	
131.433	131.536	131.362	131.403	182180	2013-05-29T01:30:00	131.414	131.501	131.334	
131.462	131.390	131.472	131.304	131.433	185541	2013-05-29T01:00:00	131.382	131.540	
131.350	131.414	131.358	131.516	131.321	131.390	182670	2013-05-29T00:30:00	131.544	
131.565	131.318	131.382	131.518	131.538	131.290	131.358	179791	2013-05-29T00:00:00	
131.591	131.623	131.303	131.544	131.561	131.598	131.276	131.518	184182	
2013-05-28T23:30:00	131.795	131.899	131.545	131.591	131.765	131.873	131.519	131.561	
190881	2013-05-28T23:00:00	132.135	132.195	131.746	131.795	132.047	132.133	131.719	
131.765	198447	2013-05-28T22:30:00	131.887	132.135	131.823	132.135	131.860	132.075	
131.796	132.047	208050	2013-05-28T22:00:00	132.042	132.109	131.862	131.887	132.015	
132.081	131.833	131.860	203093	2013-05-28T21:30:00	132.002	132.141	131.992	132.042	
131.972	132.112	131.963	132.015	207313	2013-05-28T21:00:00	132.009	132.064	131.917	
132.002	131.979	132.034	131.890	131.972	203371	2013-05-28T20:30:00	132.047	132.082	
131.936	132.009	132.018	132.055	131.907	131.979	207395	2013-05-28T20:00:00	131.898	
132.161	131.888	132.047	131.868	132.136	131.858	132.018	210032	2013-05-28T19:30:00	
131.872	131.951	131.814	131.898	131.845	131.923	131.784	131.868	206681	
2013-05-28T19:00:00	131.979	132.019	131.857	131.872	131.948	131.987	131.828	131.845	
204123	2013-05-28T18:30:00	131.836	132.025	131.761	131.979	131.805	131.997	131.730	
131.948	207820	2013-05-28T18:00:00	131.821	131.844	131.546	131.836	131.794	131.815	
131.523	131.805	204295	2013-05-28T17:30:00	131.940	131.948	131.757	131.821	131.910	
131.920	131.727	131.794	200648	2013-05-28T17:00:00	131.944	132.041	131.873	131.940	
131.917	132.014	131.845	131.910	203769	2013-05-28T16:30:00	131.855	132.018	131.835	
131.944	131.835	131.988	131.803	131.917	207692	2013-05-28T16:00:00	131.639	131.869	
131.601	131.855	131.609	131.847	131.572	131.835	203875	2013-05-28T15:30:00	131.808	
131.813	131.558	131.639	131.778	131.786	131.530	131.609	198096	2013-05-28T15:00:00	
131.731	131.878	131.724	131.808	131.707	131.854	131.696	131.778	201611	
2013-05-28T14:30:00	131.792	131.807	131.700	131.731	131.761	131.784	131.670	131.707	
197719	2013-05-28T14:00:00	131.702	131.829	131.628	131.792	131.675	131.800	131.602	
131.761	200038	2013-05-28T13:30:00	131.520	131.842	131.520	131.702	131.490	131.816	
131.490	131.675	196660	2013-05-28T13:00:00	131.479	131.598	131.477	131.520	131.455	
131.574	131.445	131.490	192702	2013-05-28T12:30:00	131.468	131.596	131.409	131.479	
131.439	131.567	131.379	131.455	189947	2013-05-28T12:00:00	131.434	131.507	131.320	
131.468	131.403	131.483	131.291	131.439	186350	2013-05-28T11:30:00	131.394	131.493	
131.352	131.434	131.368	131.467	131.329	131.403	183692	2013-05-28T11:00:00	131.328	
131.506	131.283	131.394	131.297	131.480	131.252	131.368	181334	2013-05-28T10:30:00	
131.286	131.392	131.185	131.328	131.262	131.365	131.156	131.297	178345	
2013-05-28T10:00:00	131.050	131.458	131.033	131.286	131.023	131.435	131.003	131.262	
173923	2013-05-28T09:30:00	131.183	131.241	130.977	131.050	131.152	131.209	130.946	
131.023	167180	2013-05-28T09:00:00	130.806	131.298	130.778	131.183	130.775	131.271	
130.750	131.152	172975	2013-05-28T08:30:00	130.799	130.827	130.680	130.806	130.770	
130.797	130.652	130.775	164775	2013-05-28T08:00:00	130.772	130.881	130.766	130.799	
130.743	130.853	130.735	130.770	163309	2013-05-28T07:30:00	130.782	130.814	130.750	
130.772	130.748	130.786	130.720	130.743	161748	2013-05-28T07:00:00	130.751	130.801	
130.701	130.782	130.696	130.776	130.669	130.748	162628	2013-05-28T06:30:00	130.750	
130.777	130.683	130.751	130.650	130.728	130.593	130.696	161455	2013-05-28T06:00:00	
130.550	130.753	130.550	130.750	130.487	130.671	130.454	130.650	160846	
2013-05-28T05:30:00	130.705	130.724	130.479	130.550	130.662	130.709	130.446	130.487	
160324	2013-05-28T05:00:00	130.733	130.747	130.656	130.705	130.697	130.709	130.618	
130.662	161032	2013-05-28T04:30:00	130.718	130.788	130.707	130.733	130.681	130.754	
130.672	130.697	161762	2013-05-28T04:00:00	130.750	130.758	130.714	130.718	130.714	
130.720	130.674	130.681	161211	2013-05-28T03:30:00	130.709	130.804	130.687	130.750	
130.672	130.767	130.648	130.714	161768	2013-05-28T03:00:00	130.707	130.726	130.695	
130.709	130.669	130.687	130.655	130.672	160325	2013-05-28T02:30:00	130.776	130.780	
130.649	130.707	130.742	130.745	130.609	130.669	159621	2013-05-28T02:00:00	130.691	
130.778	130.674	130.776	130.658	130.744	130.639	130.742	160943	2013-05-28T01:30:00	
130.754	130.780	130.646	130.691	130.720	130.747	130.606	130.658	159585	
2013-05-28T01:00:00	130.771	130.771	130.723	130.754	130.735	130.735	130.687	130.720	
160854	2013-05-28T00:30:00	130.784	130.841	130.744	130.771	130.750	130.807	130.711	
130.735	161508	2013-05-28T00:00:00	130.777	130.915	130.752	130.784	130.749	130.883	
130.721	130.750	162272	2013-05-27T23:30:00	130.715	130.799	130.666	130.777	130.681	
130.768	130.636	130.749	160376	2013-05-27T23:00:00	130.716	130.764	130.677	130.715	
130.691	130.736	130.645	130.681	158916	2013-05-27T22:30:00	130.694	130.772	130.686	
130.716	130.661	130.747	130.652	130.691	159958	2013-05-27T22:00:00	130.721	130.735	
130.644	130.694	130.688	130.704	130.613	130.661	158675	2013-05-27T21:30:00	130.669	
130.736	130.637	130.721	130.639	130.713	130.606	130.688	159989	2013-05-27T21:00:00	
130.678	130.726	130.606	130.669	130.650	130.698	130.574	130.639	158631	
2013-05-27T20:30:00	130.634	130.720	130.618	130.678	130.602	130.690	130.586	130.650	
160739	2013-05-27T20:00:00	130.592	130.687	130.570	130.634	130.564	130.659	130.541	
130.602	159597	2013-05-27T19:30:00	130.695	130.710	130.552	130.592	130.667	130.685	
130.519	130.564	158334	2013-05-27T19:00:00	130.546	130.749	130.463	130.695	130.515	
130.726	130.437	130.667	160130	2013-05-27T18:30:00	130.543	130.570	130.433	130.546	
130.516	130.543	130.407	130.515	158043	2013-05-27T18:00:00	130.555	130.683	130.519	
130.543	130.526	130.652	130.488	130.516	160502	2013-05-27T17:30:00	130.633	130.634	
130.465	130.555	130.601	130.607	130.434	130.526	162689	2013-05-27T17:00:00	130.719	
130.786	130.593	130.633	130.686	130.756	130.565	130.601	165677	2013-05-27T16:30:00	
130.823	130.838	130.641	130.719	130.793	130.809	130.614	130.686	168935	
2013-05-27T16:00:00	130.637	130.879	130.637	130.823	130.609	130.852	130.608	130.793	
171999	2013-05-27T15:30:00	130.595	130.676	130.593	130.637	130.563	130.647	130.563	
130.609	169587	2013-05-27T15:00:00	130.661	130.662	130.544	130.595	130.634	130.634	
130.509	130.563	167951	2013-05-27T14:30:00	130.704	130.731	130.556	130.661	130.673	
130.703	130.530	130.634	171321	2013-05-27T14:00:00	130.631	130.731	130.589	130.704	
130.605	130.702	130.558	130.673	173606	2013-05-27T13:30:00	130.572	130.638	130.519	
130.631	130.543	130.611	130.491	130.605	171725	2013-05-27T13:00:00	130.555	130.654	
130.483	130.572	130.523	130.630	130.451	130.543	170006	2013-05-27T12:30:00	130.596	
130.605	130.410	130.555	130.567	130.575	130.377	130.523	167985	2013-05-27T12:00:00	
130.610	130.664	130.539	130.596	130.583	130.635	130.508	130.567	170586	
2013-05-27T11:30:00	130.527	130.656	130.486	130.610	130.498	130.634	130.457	130.583	
171728	2013-05-27T11:00:00	130.521	130.717	130.458	130.527	130.494	130.690	130.427	
130.498	169770	2013-05-27T10:30:00	130.582	130.729	130.475	130.521	130.559	130.704	
130.448	130.494	166896	2013-05-27T10:00:00	130.344	130.590	130.331	130.582	130.317	
130.563	130.300	130.559	170872	2013-05-27T09:30:00	130.639	130.652	130.280	130.344	
130.614	130.625	130.254	130.317	166524	2013-05-27T09:00:00	130.800	130.928	130.604	
130.639	130.771	130.905	130.577	130.614	172055	2013-05-27T08:30:00	130.712	130.843	
130.648	130.800	130.683	130.813	130.613	130.771	176869	2013-05-27T08:00:00	131.027	
131.080	130.674	130.712	130.997	131.049	130.633	130.683	172895	2013-05-27T07:30:00	
130.931	131.055	130.931	131.027	130.898	131.029	130.898	130.997	175289	
2013-05-27T07:00:00	130.993	131.025	130.823	130.931	130.955	130.994	130.767	130.898	
173954	2013-05-27T06:30:00	130.925	131.034	130.891	130.993	130.873	130.984	130.839	
130.955	175574	2013-05-27T06:00:00	130.782	131.009	130.782	130.925	130.641	130.901	
130.603	130.873	175067	2013-05-27T05:30:00	130.901	130.905	130.746	130.782	130.729	
130.729	130.621	130.641	174003	2013-05-27T05:00:00	131.083	131.083	130.893	130.901	
130.889	130.889	130.729	130.729	174033	2013-05-27T04:30:00	131.117	131.130	131.059	
131.083	130.955	130.965	130.889	130.889	174044	2013-05-27T04:00:00	131.058	131.753	
131.058	131.117	130.945	131.575	130.903	130.955	174057	2013-05-25T05:30:00	130.706	
131.091	130.704	131.058	130.665	131.016	130.658	130.945	173972	2013-05-25T05:00:00	
130.791	130.847	130.679	130.706	130.758	130.808	130.629	130.665	169198	
2013-05-25T04:30:00	130.814	130.845	130.629	130.791	130.786	130.815	130.591	130.758	
171365	2013-05-25T04:00:00	130.622	130.852	130.594	130.814	130.599	130.821	130.565	
130.786	173370	2013-05-25T03:30:00	130.409	130.670	130.408	130.622	130.377	130.646	
130.377	130.599	171460	2013-05-25T03:00:00	130.428	130.523	130.153	130.409	130.400	
130.493	130.121	130.377	169452	2013-05-25T02:30:00	130.625	130.630	130.418	130.428	
130.596	130.606	130.396	130.400	172921	2013-05-25T02:00:00	130.522	130.680	130.496	
130.625	130.489	130.651	130.468	130.596	174546	2013-05-25T01:30:00	130.445	130.603	
130.309	130.522	130.418	130.572	130.286	130.489	171950	2013-05-25T01:00:00	130.473	
130.622	130.399	130.445	130.443	130.592	130.373	130.418	168954	2013-05-25T00:30:00	
130.441	130.527	130.336	130.473	130.420	130.502	130.310	130.443	171728	
2013-05-25T00:00:00	130.831	130.837	130.378	130.441	130.807	130.808	130.350	130.420	
167103	2013-05-24T23:30:00	130.799	130.955	130.733	130.831	130.768	130.926	130.703	
130.807	174150	2013-05-24T23:00:00	130.860	130.943	130.596	130.799	130.831	130.915	
130.571	130.768	167215	2013-05-24T22:30:00	130.752	131.055	130.654	130.860	130.723	
131.031	130.625	130.831	175627	2013-05-24T22:00:00	130.886	130.969	130.646	130.752	
130.863	130.945	130.621	130.723	166665	2013-05-24T21:30:00	131.292	131.498	130.877	
130.886	131.230	131.465	130.853	130.863	175546	2013-05-24T21:00:00	131.478	131.478	
131.145	131.292	131.446	131.449	131.118	131.230	184559	2013-05-24T20:30:00	131.335	
131.567	131.305	131.478	131.305	131.547	131.275	131.446	189462	2013-05-24T20:00:00	
131.504	131.546	131.219	131.335	131.472	131.518	131.191	131.305	184350	
2013-05-24T19:30:00	131.936	131.974	131.406	131.504	131.906	131.947	131.380	131.472	
190273	2013-05-24T19:00:00	131.728	131.972	131.629	131.936	131.697	131.947	131.606	
131.906	195367	2013-05-24T18:30:00	131.837	131.844	131.616	131.728	131.809	131.816	
131.590	131.697	189391	2013-05-24T18:00:00	132.124	132.301	131.837	131.837	132.098	
132.276	131.808	131.809	195067	2013-05-24T17:30:00	132.347	132.582	132.030	132.124	
132.319	132.557	132.002	132.098	200408	2013-05-24T17:00:00	131.407	132.411	131.333	
132.347	131.296	132.385	131.275	132.319	206730	2013-05-24T16:30:00	131.564	131.565	
131.273	131.407	131.536	131.536	131.244	131.296	198684	2013-05-24T16:00:00	131.695	
131.755	131.503	131.564	131.671	131.729	131.475	131.536	204949	2013-05-24T15:30:00	
131.473	131.775	131.452	131.695	131.445	131.745	131.423	131.671	208881	
2013-05-24T15:00:00	131.567	131.597	131.381	131.473	131.530	131.567	131.349	131.445	
205529	2013-05-24T14:30:00	131.256	131.682	131.195	131.567	131.225	131.652	131.166	
131.530	210199	2013-05-24T14:00:00	130.935	131.472	130.933	131.256	130.905	131.445	
130.903	131.225	203247	2013-05-24T13:30:00	131.010	131.122	130.720	130.935	130.977	
131.090	130.687	130.905	194939	2013-05-24T13:00:00	131.481	131.558	130.817	131.010	
131.451	131.528	130.786	130.977	204346	2013-05-24T12:30:00	132.198	132.198	131.229	
131.481	132.169	132.178	131.203	131.451	214051	2013-05-24T12:00:00	132.139	132.204	
132.047	132.198	132.116	132.177	132.022	132.169	219456	2013-05-24T11:30:00	132.108	
132.184	132.040	132.139	132.085	132.159	132.011	132.116	216954	2013-05-24T11:00:00	
132.180	132.209	132.050	132.108	132.152	132.180	132.018	132.085	215001	
2013-05-24T10:30:00	132.367	132.436	132.108	132.180	132.338	132.407	132.085	132.152	
218135	2013-05-24T10:00:00	132.232	132.397	132.187	132.367	132.201	132.373	132.161	
132.338	221934	2013-05-24T09:30:00	132.230	132.307	132.074	132.232	132.203	132.282	
132.048	132.201	217677	2013-05-24T09:00:00	132.376	132.532	132.142	132.230	132.355	
132.507	132.114	132.203	224687	2013-05-24T08:30:00	132.129	132.423	132.077	132.376	
132.108	132.393	132.056	132.355	231965	2013-05-24T08:00:00	131.924	132.207	131.924	
132.129	131.896	132.182	131.896	132.108	227377	2013-05-24T07:30:00	131.878	132.023	
131.845	131.924	131.847	131.993	131.817	131.896	224827	2013-05-24T07:00:00	131.929	
131.939	131.812	131.878	131.881	131.906	131.780	131.847	223180	2013-05-24T06:30:00	
131.901	131.949	131.851	131.929	131.847	131.905	131.796	131.881	224668	
2013-05-24T06:00:00	131.936	132.002	131.790	131.901	131.859	131.929	131.728	131.847	
223974	2013-05-24T05:30:00	131.695	131.936	131.695	131.936	131.666	131.917	131.666	
131.859	224707	2013-05-24T05:00:00	131.737	131.743	131.644	131.695	131.709	131.714	
131.619	131.666	223492	2013-05-24T04:30:00	131.764	131.819	131.651	131.737	131.734	
131.789	131.622	131.709	224566	2013-05-24T04:00:00	131.764	131.856	131.682	131.764	
131.734	131.827	131.656	131.734	227327	2013-05-24T03:30:00	131.813	132.002	131.603	
131.764	131.786	131.982	131.573	131.734	227327	2013-05-24T03:00:00	131.701	131.916	
131.675	131.813	131.673	131.889	131.645	131.786	231847	2013-05-24T02:30:00	131.586	
131.749	131.578	131.701	131.558	131.724	131.550	131.673	229067	2013-05-24T02:00:00	
131.805	131.889	131.536	131.586	131.777	131.860	131.507	131.558	226513	
2013-05-24T01:30:00	131.877	131.926	131.716	131.805	131.855	131.899	131.691	131.777	
229474	2013-05-24T01:00:00	131.591	131.984	131.587	131.877	131.564	131.955	131.562	
131.855	233044	2013-05-24T00:30:00	131.175	131.765	131.145	131.591	131.147	131.739	
131.115	131.564	226669	2013-05-24T00:00:00	130.883	131.411	130.864	131.175	130.858	
131.388	130.834	131.147	218956	2013-05-23T23:30:00	131.352	131.383	130.872	130.883	
131.321	131.355	130.845	130.858	211395	2013-05-23T23:00:00	131.170	131.450	131.122	
131.352	131.138	131.420	131.095	131.321	218236	2013-05-23T22:30:00	130.925	131.288	
130.905	131.170	130.901	131.264	130.877	131.138	208707	2013-05-23T22:00:00	131.063	
131.112	130.807	130.925	131.035	131.088	130.778	130.901	200391	2013-05-23T21:30:00	
130.897	131.280	130.865	131.063	130.884	131.263	130.834	131.035	209023	
2013-05-23T21:00:00	131.019	131.222	130.842	130.897	130.989	131.196	130.798	130.884	
198542	2013-05-23T20:30:00	131.002	131.121	130.979	131.019	130.973	131.092	130.946	
130.989	205189	2013-05-23T20:00:00	131.062	131.234	130.934	131.002	131.042	131.208	
130.908	130.973	200536	2013-05-23T19:30:00	130.678	131.087	130.609	131.062	130.649	
131.063	130.580	131.042	207960	2013-05-23T19:00:00	130.367	130.810	130.298	130.678	
130.337	130.787	130.272	130.649	201618	2013-05-23T18:30:00	130.761	130.822	130.358	
130.367	130.735	130.794	130.333	130.337	194529	2013-05-23T18:00:00	130.412	130.979	
130.386	130.761	130.384	130.955	130.358	130.735	202147	2013-05-23T17:30:00	130.223	
130.452	129.978	130.412	130.198	130.427	129.948	130.384	191695	2013-05-23T17:00:00	
131.154	131.154	130.183	130.223	131.123	131.123	130.155	130.198	178918	
2013-05-23T16:30:00	131.129	131.271	130.897	131.154	131.101	131.249	130.868	131.123	
190272	2013-05-23T16:00:00	130.892	131.190	130.573	131.129	130.866	131.165	130.547	
131.101	181675	2013-05-23T15:30:00	130.370	131.201	130.370	130.892	130.342	131.159	
130.340	130.866	171364	2013-05-23T15:00:00	131.128	131.143	130.235	130.370	131.101	
131.120	130.206	130.342	161698	2013-05-23T14:30:00	131.414	131.482	130.981	131.128	
131.386	131.456	130.959	131.101	172532	2013-05-23T14:00:00	132.006	132.034	131.362	
131.414	131.974	132.006	131.331	131.386	181716	2013-05-23T13:30:00	131.847	132.083	
131.819	132.006	131.820	132.055	131.795	131.974	188195	2013-05-23T13:00:00	132.061	
132.204	131.735	131.847	132.036	132.176	131.711	131.820	182149	2013-05-23T12:30:00	
132.457	132.457	132.041	132.061	132.427	132.427	132.025	132.036	189586	
2013-05-23T12:00:00	132.529	132.529	132.380	132.457	132.498	132.498	132.351	132.427	
196311	2013-05-23T11:30:00	132.427	132.544	132.421	132.529	132.400	132.521	132.394	
132.498	199026	2013-05-23T11:00:00	132.675	132.691	132.337	132.427	132.644	132.672	
132.306	132.400	196287	2013-05-23T10:30:00	132.769	132.773	132.593	132.675	132.742	
132.748	132.567	132.644	200967	2013-05-23T10:00:00	132.772	132.861	132.675	132.769	
132.742	132.839	132.651	132.742	205624	2013-05-23T09:30:00	132.775	132.827	132.706	
132.772	132.752	132.799	132.680	132.742	205624	2013-05-23T09:00:00	132.528	132.887	
132.501	132.775	132.502	132.861	132.472	132.752	209145	2013-05-23T08:30:00	132.519	
132.545	132.403	132.528	132.490	132.519	132.378	132.502	203353	2013-05-23T08:00:00	
132.555	132.588	132.510	132.519	132.526	132.566	132.482	132.490	200481	
2013-05-23T07:30:00	132.647	132.661	132.517	132.555	132.617	132.631	132.486	132.526	
202537	2013-05-23T07:00:00	132.578	132.696	132.552	132.647	132.525	132.675	132.517	
132.617	203950	2013-05-23T06:30:00	132.607	132.617	132.535	132.578	132.536	132.569	
132.471	132.525	201939	2013-05-23T06:00:00	132.676	132.726	132.541	132.607	132.616	
132.643	132.490	132.536	202980	2013-05-23T05:30:00	132.464	132.690	132.461	132.676	
132.431	132.653	132.428	132.616	203761	2013-05-23T05:00:00	132.324	132.498	132.275	
132.464	132.295	132.466	132.248	132.431	202147	2013-05-23T04:30:00	132.099	132.340	
132.049	132.324	132.067	132.309	132.020	132.295	199785	2013-05-23T04:00:00	132.548	
132.549	131.972	132.099	132.519	132.521	131.947	132.067	195416	2013-05-23T03:30:00	
132.543	132.571	132.220	132.548	132.514	132.546	132.192	132.519	199640	
2013-05-23T03:00:00	133.026	133.081	132.471	132.543	132.995	133.059	132.450	132.514	
192570	2013-05-23T02:30:00	133.058	133.058	132.813	133.026	133.026	133.029	132.791	
132.995	202590	2013-05-23T02:00:00	133.217	133.274	133.041	133.058	133.188	133.244	
133.009	133.026	208544	2013-05-23T01:30:00	133.215	133.339	133.197	133.217	133.185	
133.312	133.168	133.188	211939	2013-05-23T01:00:00	133.218	133.329	133.169	133.215	
133.191	133.303	133.143	133.185	206717	2013-05-23T00:30:00	133.154	133.248	133.091	
133.218	133.130	133.220	133.065	133.191	213650	2013-05-23T00:00:00	133.304	133.392	
133.075	133.154	133.276	133.363	133.048	133.130	207199	2013-05-22T23:30:00	133.648	
133.756	133.292	133.304	133.619	133.721	133.268	133.276	216066	2013-05-22T23:00:00	
133.389	133.827	133.261	133.648	133.356	133.807	133.228	133.619	234895	
2013-05-22T22:30:00	133.244	133.472	133.213	133.389	133.216	133.454	133.185	133.356	
216749	2013-05-22T22:00:00	133.186	133.288	133.166	133.244	133.159	133.262	133.141	
133.216	209349	2013-05-22T21:30:00	133.260	133.298	133.160	133.186	133.229	133.275	
133.138	133.159	204689	2013-05-22T21:00:00	133.130	133.317	133.117	133.260	133.100	
133.290	133.088	133.229	208943	2013-05-22T20:30:00	133.084	133.185	133.072	133.130	
133.054	133.160	133.046	133.100	202737	2013-05-22T20:00:00	133.106	133.167	133.054	
133.084	133.079	133.140	133.026	133.054	199606	2013-05-22T19:30:00	133.166	133.212	
133.072	133.106	133.137	133.183	133.044	133.079	203358	2013-05-22T19:00:00	132.974	
133.295	132.963	133.166	132.947	133.270	132.934	133.137	207226	2013-05-22T18:30:00	
133.079	133.080	132.943	132.974	133.054	133.054	132.920	132.947	201641	
2013-05-22T18:00:00	133.095	133.144	133.053	133.079	133.070	133.117	133.025	133.054	
204851	2013-05-22T17:30:00	133.115	133.210	133.013	133.095	133.087	133.190	132.986	
133.070	208954	2013-05-22T17:00:00	132.979	133.180	132.971	133.115	132.957	133.152	
132.946	133.087	214519	2013-05-22T16:30:00	132.702	133.148	132.638	132.979	132.675	
133.126	132.609	132.957	208730	2013-05-22T16:00:00	132.639	132.730	132.592	132.702	
132.612	132.704	132.562	132.675	202250	2013-05-22T15:30:00	132.488	132.640	132.457	
132.639	132.458	132.613	132.427	132.612	196359	2013-05-22T15:00:00	132.476	132.508	
132.436	132.488	132.446	132.481	132.410	132.458	193016	2013-05-22T14:30:00	132.453	
132.521	132.413	132.476	132.421	132.492	132.384	132.446	190405	2013-05-22T14:00:00	
132.511	132.529	132.429	132.453	132.483	132.504	132.400	132.421	188313	
2013-05-22T13:30:00	132.476	132.515	132.429	132.511	132.448	132.485	132.400	132.483	
189938	2013-05-22T13:00:00	132.418	132.478	132.388	132.476	132.389	132.448	132.357	
132.448	188302	2013-05-22T12:30:00	132.481	132.507	132.398	132.418	132.454	132.481	
132.369	132.389	187076	2013-05-22T12:00:00	132.513	132.518	132.330	132.481	132.483	
132.491	132.311	132.454	189289	2013-05-22T11:30:00	132.563	132.598	132.498	132.513	
132.535	132.572	132.470	132.483	193229	2013-05-22T11:00:00	132.568	132.610	132.550	
132.563	132.539	132.589	132.523	132.535	195024	2013-05-22T10:30:00	132.573	132.604	
132.522	132.568	132.543	132.578	132.493	132.539	196574	2013-05-22T10:00:00	132.683	
132.696	132.540	132.573	132.655	132.668	132.509	132.543	198285	2013-05-22T09:30:00	
132.565	132.700	132.558	132.683	132.537	132.675	132.529	132.655	200538	
2013-05-22T09:00:00	132.357	132.677	132.332	132.565	132.329	132.647	132.304	132.537	
196327	2013-05-22T08:30:00	132.277	132.379	132.257	132.357	132.249	132.356	132.228	
132.329	192619	2013-05-22T08:00:00	132.336	132.336	132.269	132.277	132.303	132.305	
132.240	132.249	190828	2013-05-22T07:30:00	132.288	132.370	132.263	132.336	132.255	
132.344	132.235	132.303	191978	2013-05-22T07:00:00	132.328	132.377	132.244	132.288	
132.288	132.344	132.212	132.255	190099	2013-05-22T06:30:00	132.349	132.373	132.319	
132.328	132.298	132.324	132.280	132.288	192276	2013-05-22T06:00:00	132.285	132.397	
132.285	132.349	132.232	132.348	132.156	132.298	192537	2013-05-22T05:30:00	132.294	
132.366	132.261	132.285	132.263	132.331	132.220	132.232	192364	2013-05-22T05:00:00	
132.301	132.326	132.266	132.294	132.271	132.301	132.240	132.263	193486	
2013-05-22T04:30:00	132.313	132.359	132.299	132.301	132.284	132.332	132.269	132.271	
194668	2013-05-22T04:00:00	132.298	132.364	132.287	132.313	132.268	132.336	132.254	
132.284	196617	2013-05-22T03:30:00	132.330	132.351	132.252	132.298	132.299	132.323	
132.224	132.268	194838	2013-05-22T03:00:00	132.358	132.421	132.305	132.330	132.325	
132.394	132.276	132.299	196595	2013-05-22T02:30:00	132.331	132.387	132.296	132.358	
132.303	132.360	132.267	132.325	199087	2013-05-22T02:00:00	132.240	132.420	132.217	
132.331	132.209	132.393	132.188	132.303	197203	2013-05-22T01:30:00	132.241	132.294	
132.183	132.240	132.210	132.264	132.160	132.209	190725	2013-05-22T01:00:00	132.153	
132.326	132.139	132.241	132.122	132.300	132.109	132.210	193245	2013-05-22T00:30:00	
132.154	132.277	132.082	132.153	132.124	132.249	132.052	132.122	188862	
2013-05-22T00:00:00	132.004	132.396	131.995	132.154	131.980	132.365	131.967	132.124	
196358	2013-05-21T23:30:00	132.085	132.123	131.958	132.004	132.054	132.094	131.928	
131.980	188872	2013-05-21T23:00:00	132.245	132.314	132.017	132.085	132.219	132.292	
131.989	132.054	194368	2013-05-21T22:30:00	132.230	132.361	132.214	132.245	132.202	
132.334	132.184	132.219	200999	2013-05-21T22:00:00	132.255	132.284	132.178	132.230	
